selfies,-logKd/Ki
[C][C][C][Branch1][C][C][C][Branch2][N][=Branch1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch2][Branch2][S][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][C][C][C][C][=C][C][C][C][C][Branch2][Ring2][C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][Branch1][C][C][=O][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][Ring2][Branch1][#Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][S][C][C][=Branch1][C][=O][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C],5.8
[C][C][Branch1][C][C][S][C][C][Branch2][Ring1][C][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][S][C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][O-1],5.81
[N][C][=N][C][=C][Branch1][O][N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][=N][Ring2][Ring1][=Branch1],5.81
[O][=N+1][Branch1][C][O-1][N][C][=NH1+1][C][C][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][Cl][N][=C][Ring1][#Branch1],5.81
[C][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1],5.82
[C][N][C][Branch1][P][C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][C][=C][Ring1][=Branch2][=N][C][=C][C][Branch1][P][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=C][Ring1][S][Ring2][Ring1][=N],5.82
[O][C][C][O][C][Branch2][#Branch1][Ring2][S][C][C][Branch1][Ring1][C][O][O][C][Branch2][Branch1][#C][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring2][#Branch2][O][C][C][Branch1][Ring1][C][O][O][C][Branch2][Ring1][Branch1][O][C][C][Branch1][Ring1][C][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Ring2][Ring1][Branch1][O][C][Branch1][C][O][C][Ring2][Ring1][S][O][C][Branch1][C][O][C][Ring2][Ring2][O][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][Branch1][Branch1][O],5.82
[N][C][=N][C][=N][N][Branch1][S][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][N][=C][Ring1][=C][C][=Branch1][C][=O][NH1][Ring2][Ring1][Ring1],5.82
[O][=C][Branch1][O][N][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],5.82
[C][C][=C][Branch2][Ring1][#Branch1][C][=C][N][=C][C][=N][C][Branch1][Branch2][C][C][=N][NH1][C][=Ring1][Branch1][=C][N][Ring1][=C][Ring1][O][NH1][N][=Ring2][Ring1][Ring1],5.82
[C][C][O][C][=Branch1][C][=O][C][=C][N][=C][NH1][N][=C][Branch1][=N][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][C][Ring1][=N][=C][Ring1][P][N][C][C][O][C][Branch1][Ring1][C][NH3+1][C][Ring1][Branch2],5.82
[C][C][Branch1][P][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch2][Branch1][#C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][O],5.82
[C][C][=C][N][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][NH1][C][=C][C][=C][C][Branch1][C][O][=C][C][Ring1][#Branch1][=C][C][=C][Ring1][O][Ring1][=C],5.82
[C][C][=C][C][=C][Branch1][N][C][C][Branch1][C][C][=N][O][C][=Ring1][=Branch1][C][C][=C][Ring1][=N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][=C][Ring1][Ring1],5.82
[O][=C][Branch2][Ring1][#Branch1][N][C][C][=C][C][=C][Branch1][O][C][NH2+1][C][C][=N][C][=C][NH1][Ring1][Branch1][C][=C][Ring1][=C][C][=C][S][C][N][=C][NH1][C][=Branch1][C][=O][C][Ring1][#Branch2][=Ring1][#Branch1],5.82
[O][=C][Branch1][C][O-1][C][C][=C][Branch2][Ring2][O][C][=C][C][=C][Branch2][Ring1][#C][C][=Branch1][C][=S][N][C][C][=C][C][=C][Branch1][#C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][O][Ring1][Branch2][C][=C][Ring1][=C][C][=C][Ring2][Ring1][Branch2][N][Branch1][#C][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][N][=Ring2][Ring2][Branch1],5.82
[O][=S][=Branch1][C][=O][Branch2][Ring1][C][N][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][#Branch2][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1],5.82
[C][C][Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][C][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][Branch2][C][C][=C][S][C][=Ring1][Branch1][=C][N][Ring1][#Branch2][Ring1][#C],5.84
[C][C][Branch1][C][C][C][Branch2][Branch1][Branch1][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][C][NH3+1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O],5.85
[N][C][=Branch1][C][=NH2+1][C][=C][C][=C][Branch1][C][O][C][Branch2][Ring2][#Branch1][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][Branch2][Ring1][Ring1][O][C][=C][C][=C][C][Branch1][Branch2][C][=N][C][=C][NH1][Ring1][Branch1][=C][Ring1][O][=N][Ring2][Ring1][Branch1][=C][Ring2][Ring1][=N],5.85
[C][C][Branch2][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][=C][O][C][C][=Branch1][C][=O][N][C][C][C][C][C][NH3+1][=C][C][Branch2][Ring1][C][O][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring2][Ring1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1],5.85
[O][=C][Branch1][C][O-1][C][C][Branch2][Ring2][C][N][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][N][=C][S][Ring1][P][C][=C][C][=C][C][=C][Ring1][=Branch1],5.85
[C][C][Branch1][C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch2][Ring2][=C][C][=Branch1][C][=O][N][C][C][O][C][Branch1][C][C][Branch1][C][C][C][Ring1][=Branch1][C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][C][C][Ring1][Ring2][C][Branch1][C][O][C][Branch1][C][N][=O][C][C][C][C][C][C][Ring1][=Branch1],5.85
[C][C][Branch1][C][C][C][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][Branch2][N][C][=Branch1][C][=O][C][NH3+1][C][S][S][C][C][Branch2][#Branch1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][O-1][N][C][Ring2][=Branch1][P][=O],5.85
[O][=C][Branch2][Ring1][=Branch1][N][=N][C][C][=C][C][Branch1][C][Br][=C][Branch1][C][O][C][Branch1][C][Br][=C][Ring1][=Branch2][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],5.85
[N][C][N][=C][Branch1][#Branch2][N][C][C][C][C][C][C][Ring1][=Branch1][S][C][=Ring1][N][C][Branch1][C][O][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2],5.85
[C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring1][=Branch2][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][C][C][=C][Ring1][=Branch2][O][Ring1][P],5.85
[C][O][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][C][=Branch1][C][=O][C][NH1+1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O-1],5.85
[C][=C][C][=C][Branch2][Ring1][#Branch2][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][Ring1][P][N][=C][Ring2][Ring1][#Branch1],5.85
[O][=S][=Branch1][C][=O][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][N][C][C][N][Branch2][Ring2][C][C][=C][C][=C][Branch2][Ring1][#Branch1][C][Branch1][C][O][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][S][C][C][Ring2][Ring1][=Branch1],5.85
[C][C][Branch1][C][NH3+1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][S][S][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][C][C][N][C][Ring2][=Branch1][#Branch1][=O],5.85
[C][N][C][Branch2][Ring1][#Branch1][C][C][=N][C][Branch1][=Branch2][N][C][C][O][C][C][Ring1][=Branch1][=C][C][=Branch1][C][=O][NH1][Ring1][=N][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring2][Ring1][#Branch1],5.86
[O][=C][C][=C][Branch1][N][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][=C],5.87
[C][C][NH1][N][=C][C][=C][C][Branch2][Ring2][Branch2][C][=C][N][=C][C][Branch2][Ring1][N][O][C][C][Branch1][C][NH3+1][C][C][=C][C][=C][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=C][Ring1][=C][=C][Ring2][Ring1][=Branch2][=C][C][=Ring2][Ring2][C][Ring2][Ring1][#C],5.87
[C][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][NH2+1][C][C][C][N][C][=Branch1][C][=O][N][C][C][=C][S][C][=Ring1][Branch1],5.87
[N][C][=Branch1][C][=NH2+1][C][=C][C][=C][C][=C][Branch1][=C][C][C][C][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Ring1][#C][=C][Ring2][Ring1][Ring1],5.88
[C][C][C][Branch1][C][C][C][Branch2][Ring2][N][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch2][O][Ring2][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch2][=Branch2][N][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][=C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][N][C][Branch1][#C][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch2][Ring2][S][C][=Branch1][C][=O][N][C][Branch2][Ring2][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][O-1][C][Branch1][C][C][C][C][Branch1][C][C][C][C][Branch1][C][C][O][C][Branch1][C][C][C][C],5.88
[C][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][C][=C][C][Branch1][C][C][N][C][=Branch1][C][=O][N][Branch1][=Branch2][C][C][C][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][Ring1][=N][Ring2][Ring1][C],5.88
[O][=C][C][=C][Branch1][=Branch2][N][C][C][NH2+1][C][C][Ring1][=Branch1][O][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring2][Ring1][=Branch1][Ring1][N],5.88
[N][C][=N][C][Branch1][C][N][=C][Branch1][Ring1][N][=O][C][Branch1][O][O][C][C][C][C][C][C][C][Ring1][=Branch1][=N][Ring1][P],5.89
[O][C][C][O][C][Branch2][=Branch2][N][O][C][C][Branch2][Branch2][#Branch1][O][C][C][Branch2][#Branch1][C][O][C][C][Branch1][C][O][C][O][C][Branch2][Branch1][P][C][O][C][O][C][Branch2][Ring1][Branch2][C][O][C][Ring1][Ring1][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Branch1][C][O][C][Branch2][Ring1][Branch1][O][C][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O][C][Ring2][Ring1][S][O][C][Ring2][Ring2][#Branch2][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Branch1][Branch1][O][O][C][Branch1][Ring1][C][O][C][Branch1][C][O][C][Ring2][Branch1][S][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring2][=Branch1][#Branch2][O],5.89
[O][=C][N][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][Ring1][N],5.89
[C][C][Branch1][C][C][C][C][Branch2][#C][P][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch2][=N][#C][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][C][=C][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][O][N][C][=Branch1][C][=O][C][Branch2][Ring1][Branch1][C][C][=C][C][=C][Branch1][#Branch2][O][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=C][Ring1][O][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][Branch2][=Branch1][P][N][C][=Branch1][C][=O][C][Branch2][=Branch1][Ring1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Branch2][Ring1][=C][N][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][Branch1][C][C][C][C][Branch1][C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][O][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],5.89
[O][=C][Branch1][#C][O][N][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][C][C][C][C][C][Ring1][=Branch1],5.89
[C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][O][C][Branch2][Branch1][Ring2][C][=C][C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][O][C][Branch1][C][O][C][O][C][Ring1][Ring1][Branch1][Branch1][C][Ring1][#Branch2][=O][C][Branch1][C][O][C][=Branch1][C][=O][C][=C][Branch1][C][C][C][C][Ring1][=Branch2][Branch1][C][O][C][C][Ring1][P][O][C][C][Ring2][Ring2][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][C][=Branch1][C][=O][N][C][=C][Branch1][C][O][C][=C][C][=C][Branch1][C][O][C][Branch1][C][Cl][=C][Ring1][Branch2][O][C][Ring1][=N][=O],5.89
[NH3+1][C][NH2+1][C][Branch1][C][O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Br],5.89
[C][C][C][C][C][Branch2][Ring1][=C][S][C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N+1][=Ring1][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][C][Branch1][Branch2][C][C][C][NH2+1][C][Ring1][=Branch1][C][Ring1][O],5.89
[O][=C][C][C][Branch2][Ring1][Branch2][C][NH2+1][C][C][C][O][N][=C][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][=Branch2][=N][C][=Branch1][C][=O][N][Ring2][Ring1][Branch2],5.89
[C][C][C][Branch1][C][C][C][Branch2][=Branch1][S][N][C][=Branch1][C][=O][C][Branch1][=Branch2][C][C][=C][NH1][C][=N][Ring1][Branch1][N][C][=Branch1][C][=O][C][Branch2][Ring2][P][N][C][=Branch1][C][=O][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][C][C][C][NH3+1][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][C][C][N][C][Branch1][C][N][=NH2+1][C][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][C][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][=O][C][Branch1][C][C][O],5.89
[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][P][N][C][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][C][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=Ring1][O][C][C][Ring1][S][=C][Ring2][Ring1][#Branch2],5.89
[O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][Branch1][C][O][=C][C][=C][Ring1][#Branch1][N][Ring1][N],5.89
[O][=C][Branch2][Ring1][Ring1][N][C][=C][C][=C][C][Branch1][Branch2][C][N][=N][NH1][N][=Ring1][Branch1][=C][Ring1][O][C][=C][C][=C][C][N][=C][NH1][C][Ring1][=Branch2][=Ring1][Branch1],5.89
[O][=C][Branch2][Ring1][Branch2][C][C][S][C][Branch1][=N][N][=N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][=N][C][Ring1][#C][=O][N][C][=C][C][=C][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][#Branch2],5.89
[C][O][C][=C][C][=C][Branch2][Ring2][Ring1][C][=C][C][Branch2][Ring1][Branch2][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][C][=C][C][=C][C][Branch1][Ring1][C][#N][=C][Ring1][Branch2][=C][O][Ring2][Ring1][Ring2][C][=C][Ring2][Ring1][#Branch2][O][C],5.89
[C][NH1+1][C][C][N][Branch2][Ring2][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][=C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][S][C][C][Ring2][Ring1][N],5.89
[C][C][C][Branch1][C][C][C][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C][Branch1][Ring1][C][S][N][C][=Branch1][C][=O][C][Branch1][C][NH3+1][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Branch1][=N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][N][=O][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][=Branch1][C][=O][O-1],5.89
[N][C][=Branch1][C][=NH2+1][C][=C][C][=C][Branch2][Ring1][=C][C][=C][C][C][C][C][C][=Branch1][P][=C][C][=C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=NH2+1][C][=C][Ring1][=Branch2][C][Ring1][P][=O][C][=C][Ring2][Ring1][=Branch2],5.9
[C][O][C][=C][Branch1][C][O][C][=C][C][Branch1][C][O][=C][Ring1][Branch2][C][C][Branch1][C][C][C][C][Branch1][Ring1][O][C][C][Branch1][C][O][C][Branch1][C][C][C][C][Branch1][C][C][C][Branch1][#Branch1][O][C][Branch1][C][N][=O][C][Branch1][Ring1][O][C][C][C][C][C][Branch1][C][C][C][Branch1][C][O][N][Ring2][Ring2][C],5.9
[C][C][Branch1][C][C][N][C][=Branch1][C][=NH2+1][N][C][=Branch1][C][=NH2+1][N][Ring1][=Branch2][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],5.9
[C][O][C][=C][C][Branch2][Ring2][=C][C][=N][N][Branch2][Ring1][#Branch2][C][C][C][C][Branch1][S][NH1+1][C][C][N][Branch1][=Branch1][C][Branch1][C][C][=O][C][C][Ring1][=Branch2][C][C][Ring1][#C][C][=N][C][=N][C][Branch1][C][N][=C][Ring2][Ring1][=Branch2][Ring1][#Branch1][=C][C][=C][Ring2][Ring1][#C][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C],5.91
[C][C][=N][N][Branch1][C][C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Ring1][N][O],5.91
[Br][C][=C][C][=C][Branch2][Ring2][#Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][Branch1][N][C][=C][C][=C][Branch1][C][Br][C][=C][Ring1][#Branch1][N][N][=C][N][=C][Ring1][Branch1][N][Ring1][S][C][=C][Ring2][Ring1][=C],5.91
[C][N][Branch1][C][C][C][=C][C][=C][C][=C][Branch2][Ring2][=C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][C][N][C][Branch1][C][N][=NH2+1][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][C][=N][C][=C][S][Ring1][Branch1][C][=C][C][=C][Ring2][Ring2][#Branch1][Ring2][Ring2][Ring1],5.92
