smiles,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre
CC34CCC1C(CC=C2CC(O)CCC12C)C3CCC4=O,Prasterone,-3.564,1,288.43100000000004,1,4,0,37.3,-4.12
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,Procymidone,-3.464,1,284.142,0,3,1,37.38,-4.8
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,Benzo[ghi]perylene,-6.446000000000001,2,276.338,0,6,0,0.0,-9.018
CCC(C)c1cc(cc(N(=O)=O)c1O)N(=O)=O ,Dinoseb,-3.715,1,240.21499999999995,1,1,4,106.51000000000002,-3.38
c1c(OC)c(OC)C2C(=O)OCC2c1,meconin,-0.825,1,196.202,0,2,2,44.760000000000005,-1.899
OCC(O)CO,Glycerol,0.688,1,92.094,3,0,2,60.69,1.12
COc1ccccc1O ,Guaiacol,-1.941,1,124.13899999999995,1,1,1,29.46,-1.96
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ,chlorpyrifos,-4.972,1,350.591,0,1,6,40.58,-5.67
Cc1c2ccccc2cc3ccccc13,9-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-5.89
Cc1cc(=O)n(c2ccccc2)n1C,Antipyrene,-1.733,1,188.23,0,2,1,26.93,0.715
CCCCOC,Methyl butyl ether ,-1.072,1,88.14999999999999,0,0,3,9.23,-0.99
Cc2cnc1cncnc1n2,7-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.8540000000000001
CCNc1nc(Cl)nc(NCC)n1 ,simazine,-2.8110000000000004,1,201.661,2,1,4,62.73,-4.55
CN(C)C(=O)C,"N,N-Dimethylacetamide",0.123,1,87.12199999999999,0,0,0,20.31,1.11
CSc1nc(nc(n1)N(C)C)N(C)C,Simetryn,-2.689,1,213.31,0,1,3,45.150000000000006,-2.676
C=C,Ethylene,-0.815,1,28.053999999999995,0,0,0,0.0,-0.4
CC(C)(C)CCO,"3,3-Dimethyl-1-butanol",-1.365,1,102.177,1,0,1,20.23,-0.5
O=C1NC(=O)NC(=O)C1(CC)CC=C,5-Allyl-5-ethylbarbital,-1.368,1,196.206,2,1,3,75.27000000000001,-1.614
Oc1ccc(Cl)c(Cl)c1Cl,"2,3,4-Trichlorophenol",-3.705,1,197.448,1,1,0,20.23,-2.67
COc1ccccc1,Anisole,-2.3680000000000003,1,108.13999999999996,0,1,1,9.23,-1.85
c1ccc(Cl)cc1C(c2ccc(Cl)cc2)(O)C(=O)OC(C)C,chloropropylate,-5.093,1,339.21800000000013,1,2,4,46.53,-4.53
CC13CCC(=O)C=C1CCC4C2CCC(C(=O)CO)C2(CC(O)C34)C=O ,aldosterone,-3.0660000000000003,1,360.4500000000001,2,4,3,91.67000000000002,-3.85
COc2ccc(Oc1ccc(NC(=O)N(C)C)cc1)cc2,Difenoxuron,-3.928,1,286.331,1,2,4,50.8,-4.16
CCc1ccc(C)cc1,4-Ethyltoluene,-3.3280000000000003,1,120.19499999999996,0,1,1,0.0,-3.11
CC(C)SC(C)C,Diisopropylsulfide,-2.162,1,118.245,0,0,2,0.0,-2.24
O=N(=O)c1cccc(c1)N(=O)=O,"1,3-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-2.29
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,Ethion,-5.471,1,384.4870000000002,0,0,12,36.92,-5.54
CCC1(C(C)C)C(=O)NC(=O)NC1=O ,probarbital,-1.6030000000000002,1,198.222,2,1,2,75.27000000000001,-2.21
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C ,cortisone acetate,-3.426,1,402.48700000000025,1,4,3,97.74,-4.21
Cc1ncc(N(=O)=O)n1CCO,Metronidazole,-0.8590000000000001,1,171.15599999999998,1,1,3,81.19,-1.22
Nc1ccc(Cl)cc1,p-Chloroaniline,-2.392,1,127.574,1,1,0,26.02,-1.66
CCCC(C)(C)CO,"2,2-Dimethylpentanol",-1.719,1,116.20399999999998,1,0,3,20.23,-1.52
c1ccoc1,Furane,-1.837,2,68.07499999999999,0,1,0,13.14,-0.82
COCCCNc1nc(NC(C)C)nc(SC)n1,Methoproptryne,-3.259,1,271.39,2,1,8,71.96000000000001,-2.928
CN(C)C(=O)NC1CC2CC1C3CCCC23,Norea,-2.47,1,222.332,1,3,1,32.34,-3.1710000000000003
CC(C)(C)c1ccccc1,t-Butylbenzene ,-3.554,1,134.22199999999998,0,1,0,0.0,-3.66
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,kebuzone,-2.645,1,322.36400000000003,0,3,5,57.690000000000005,-3.27
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,prednisolone acetate,-3.507,1,402.48700000000014,2,4,3,100.90000000000002,-4.37
CCCOC,Methyl propyl ether ,-0.718,1,74.12299999999999,0,0,2,9.23,-0.39
CC(C)OC(=O)C,Isopropyl acetate,-1.1909999999999998,1,102.133,0,0,1,26.3,-0.55
Brc1ccccc1,Bromobenzene,-3.345,1,157.01,0,1,0,0.0,-2.55
CCOC(=O)c1ccc(O)cc1,Ethyl-p-hydroxybenzoate ,-2.761,1,166.176,1,1,2,46.53,-2.35
O=C1N(COC(=O)CCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,3-Butanoyloxymethylphenytoin,-3.469,1,352.39000000000004,1,3,6,75.71,-5.071000000000001
CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,testosterone propionate,-4.87,1,344.4950000000001,0,4,2,43.370000000000005,-5.37
c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,Coronene,-6.885,2,300.36000000000007,0,7,0,0.0,-9.332
O=c1[nH]cnc2[nH]ncc12 ,allopurinol,-0.84,1,136.114,2,2,0,74.43,-2.266
ClC=C,Chloroethylene,-1.188,1,62.499,0,0,0,0.0,-1.75
CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,diphenamid,-3.147,1,239.318,0,2,3,20.31,-2.98
BrC(Br)(Br)Br,Tetrabromomethane,-4.063,1,331.62699999999995,0,0,0,0.0,-3.14
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,RTI 22,-4.408,1,296.374,1,3,2,48.47,-4.871
O=C1NC(=O)c2ccccc12 ,phthalimide,-1.882,1,147.13299999999998,1,2,0,46.17,-2.61
OC(c1ccc(Cl)cc1)(c2cncnc2)c3ccccc3Cl,Fenarimol,-4.1080000000000005,1,331.202,1,3,3,46.010000000000005,-4.38
COC(=O)c1ccccc1,Methyl benzoate ,-2.462,1,136.14999999999998,0,1,1,26.3,-1.85
Cn1ccc(=O)[nH]c1=O,1-methyluracil,-0.375,1,126.115,1,1,0,54.86,-0.807
CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3 ,oxyphenbutazone,-3.739,1,324.38000000000005,1,3,5,60.85000000000001,-3.73
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,"2,2',3,5'-PCB",-6.155,1,291.9920000000001,0,2,1,0.0,-6.47
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,Quinethazone,-2.184,1,289.7440000000001,3,2,2,101.29,-3.29
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,Diuron,-3.301,1,233.098,1,1,1,32.34,-3.8
C1CC=CC1,Cyclopentene ,-1.72,2,68.11900000000001,0,1,0,0.0,-2.1
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),alloxantin,0.919,1,286.156,6,2,1,191.0,-1.99
CCCCCCCCC,Nonane,-3.678,1,128.259,0,0,6,0.0,-5.88
Oc1ccccc1Cl,2-Chlorophenol,-2.553,1,128.558,1,1,0,20.23,-1.06
c1cccc2c3c(C)cc4ccccc4c3ccc12,5-Methylchrysene,-5.931,1,242.321,0,4,0,0.0,-6.59
CCOc1ccccc1,Phenetole,-2.66,1,122.16699999999996,0,1,2,9.23,-2.33
CCOC(=O)C=Cc1ccccc1,ethyl cinnamate,-3.0980000000000003,1,176.215,0,1,3,26.3,-3.0
Cc1[nH]c(=O)n(c(=O)c1Cl)C(C)(C)C,Terbacil,-3.033,1,216.668,1,1,0,54.86,-2.484
Clc1ccccc1C2=NCC(=O)Nc3ccc(cc23)N(=O)=O,Clonazepam,-3.707,1,315.716,1,3,2,84.6,-3.499
Cc1ccc(cc1)S(=O)(=O)N,p-Toluenesulfonamide ,-1.815,1,171.22099999999998,1,1,1,60.16,-1.74
CC(OC(=O)Nc1cccc(Cl)c1)C#C,Chlorbufam,-3.629,1,223.659,1,1,2,38.33,-2.617
CCCCCC(C)C,2-Methylheptane,-3.3080000000000003,1,114.232,0,0,4,0.0,-5.08
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,Cyhalothrin,-6.905,1,449.8560000000001,0,3,6,59.32000000000001,-8.176
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,Apazone,-2.9,1,300.3620000000001,0,3,2,56.220000000000006,-3.5380000000000003
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,Diazepam,-4.05,1,284.74600000000004,0,3,1,32.67,-3.754
CCC(O)C(C)C,2-Methyl-3-pentanol,-1.308,1,102.177,1,0,2,20.23,-0.7
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,fensulfothion,-3.283,1,308.36100000000005,0,1,7,44.760000000000005,-2.3
CC1(C)C2CCC1(C)C(O)C2,borneol,-2.423,1,154.253,1,2,0,20.23,-2.32
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,Testosterone,-3.659,1,288.431,1,4,0,37.3,-4.02
CCCCCCC,Heptane,-2.97,1,100.205,0,0,4,0.0,-4.53
Oc1cccc2ccccc12,1-Napthol,-3.08,1,144.17299999999997,1,2,0,20.23,-2.22
C/C1CCCCC1\C,"cis-1,2-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.3
COc2cc1c(N)nc(nc1c(OC)c2OC)N3CCN(CC3)C(=O)OCC(C)(C)O ,Trimazosin,-3.958,1,435.48100000000034,2,3,6,132.5,-3.638
C1Cc2c3c1cccc3cc4c2ccc5ccccc54,Cholanthrene,-5.942,2,254.332,0,5,0,0.0,-7.85
CC(=O)C3(C)CCC4C2C=C(C)C1=CC(=O)CCC1(C)C2CCC34C,Medrogestone,-4.593,1,340.5070000000001,0,4,1,34.14,-5.27
CCCCCC(=O)C,2-Heptanone,-1.554,1,114.188,0,0,4,17.07,-1.45
COP(=O)(NC(C)=O)SC ,Acephate,-0.416,1,183.169,1,0,3,55.4,0.54
CCCCSP(=O)(SCCCC)SCCCC,DEF,-4.074,1,314.5220000000001,0,0,12,17.07,-5.14
c1cC2C(=O)NC(=O)C2cc1,phthalamide,-0.636,1,149.149,1,2,0,46.17,-2.932
NS(=O)(=O)c2cc1c(NC(NS1(=O)=O)C(Cl)Cl)cc2Cl ,Trichlomethiazide,-2.98,1,380.662,3,2,2,118.36,-2.68
CC=C(C)C,2-Methy-2-Butene,-1.994,1,70.13499999999999,0,0,0,0.0,-2.56
Cc1ccc(C)c(C)c1,"1,2,4-Trimethylbenzene",-3.343,1,120.195,0,1,0,0.0,-3.31
Oc1cc(Cl)c(Cl)cc1Cl,"2,4,5-Trichlorophenol ",-3.78,1,197.448,1,1,0,20.23,-2.21
c1ccc2c(c1)cnc3ccccc23 ,phenanthridine,-3.713,2,179.22199999999998,0,3,0,12.89,-2.78
CCCC(C)(O)CC,3-Methyl-3-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-0.98
CCCCCCCC,Octane,-3.324,1,114.232,0,0,5,0.0,-5.24
c1ccc2cc3ccccc3cc2c1,Anthracene,-4.518,2,178.23399999999995,0,3,0,0.0,-6.35
NNc1ccccc1,Phenylhydrazine,-1.866,1,108.14399999999998,2,1,1,38.05,0.07
CCC=O,Propionaldehyde,-0.3939999999999999,1,58.08,0,0,1,17.07,0.58
C1CCCCCCC1,Cyclooctane,-3.355,2,112.216,0,1,0,0.0,-4.15
O=C1NC(=O)NC(=O)C1(CC=C)CC=C,"5,5-Diallylbarbital",-1.471,1,208.217,2,1,4,75.27000000000001,-2.077
ClC(Cl)Cl,Trichloromethane,-1.812,1,119.378,0,0,0,0.0,-1.17
Sc1nccc(=O)[nH]1 ,thiouracil,-0.992,1,128.15599999999998,2,1,0,45.75,-2.273
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,Pencycuron,-5.126,1,328.843,1,3,4,32.34,-5.915
CC1=CCCCC1,1-Methylcyclohexene ,-2.574,1,96.17300000000002,0,1,0,0.0,-3.27
CCCCC(CC)C=O,2-Ethylhexanal,-2.232,1,128.21499999999995,0,0,5,17.07,-2.13
COc2c1occc1c(OC)c3c(=O)cc(C)oc23 ,Khellin,-3.603,1,260.24499999999995,0,3,2,61.81,-3.0210000000000004
O=C1NC(=O)NC(=O)C1(CC)CCC(C)C,5-Ethyl-5-(3-methylbutyl)barbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.658
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,Benzo(j)fluoranthene,-6.007000000000001,2,252.316,0,5,0,0.0,-8.0
CCC(CC)C=O,2-Ethylbutanal,-1.523,1,100.161,0,0,3,17.07,-1.52
CCCOCCC,Dipropyl ether,-1.426,1,102.177,0,0,4,9.23,-1.62
CCCCCCCCCCCCCCO,1-Tetradecanol,-4.231,1,214.393,1,0,12,20.23,-5.84
Oc1c(Cl)ccc(Cl)c1Cl,"2,3,6-Trichlorophenol",-3.572,1,197.448,1,1,0,20.23,-2.64
NC(=O)N,Urea,0.8320000000000001,1,60.056,2,0,0,69.11,0.96
CCCC#C,1-Pentyne,-1.446,1,68.11899999999999,0,0,1,0.0,-1.64
Brc1cccc(Br)c1,"1,3-Dibromobenzene",-4.298,1,235.906,0,1,0,0.0,-3.54
CCCCCCCCCCCCCCCCCCO,1-Octadecanol,-5.649,1,270.50099999999986,1,0,16,20.23,-8.4
CC(=O)Nc1ccccc1,Acetanilide,-1.857,1,135.16599999999997,1,1,1,29.1,-1.33
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,hematein,-1.795,1,300.266,4,4,0,107.22,-2.7
c1nccc(C(=O)NN)c1,Isonazid,-0.7170000000000001,1,137.14200000000002,2,1,1,68.01,0.009
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,hydroxychlordene,-4.156000000000001,1,354.8749999999999,1,3,0,20.23,-5.46
CC(C)CCOC=O,Isopentyl formate,-1.449,1,116.15999999999998,0,0,4,26.3,-1.52
CC(=O)c1ccccc1,Acetophenone,-2.0780000000000003,1,120.15099999999995,0,1,1,17.07,-1.28
c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,biquinoline,-4.9030000000000005,2,256.308,0,4,1,25.78,-5.4
CCOP(=O)(OCC)OCC,Triethyl phosphate,-0.953,1,182.156,0,0,6,44.760000000000005,0.43
CC2(C)C1CCC(C)(C1)C2=O,D-fenchone,-2.158,1,152.237,0,2,0,17.07,-1.85
COc2cnc1cncnc1n2,7-methoxypteridine,-1.589,1,162.152,0,2,1,60.790000000000006,-0.91
ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,Chlordene,-5.152,1,338.876,0,3,0,0.0,-5.64
CC(C)N(=O)=O,2-Nitropropane,-0.743,1,89.094,0,0,1,43.14,-0.62
c1ccc2c(c1)[nH]c3ccccc32,Carbazole,-3.836,2,167.21099999999998,1,3,0,15.79,-5.27
OCC(O)C(O)CO,Erythritol,0.675,1,122.12,4,0,3,80.92,0.7
CCCOC(=O)c1ccc(N)cc1,Risocaine,-2.709,1,179.21899999999997,1,1,3,52.32,-2.452
CNC(=O)C=C(C)OP(=O)(OC)OC,Azodrin,-0.949,1,223.165,1,0,5,73.86,0.6509999999999999
O=C1CCC(=O)N1,Succinimide,0.282,1,99.089,1,1,0,46.17,0.3
CCC(C)C(C)C,"2,3-Dimethylpentane",-2.938,1,100.20499999999998,0,0,2,0.0,-4.28
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ,bupirimate,-3.4930000000000003,1,316.4270000000001,1,1,8,84.42,-4.16
CCN2c1ncccc1N(C)C(=S)c3cccnc23 ,RTI 16,-3.411,1,270.361,0,3,1,32.260000000000005,-4.634
O2c1ccccc1N(CC)C(=O)c3ccccc23 ,RTI 9,-3.784,1,239.274,0,3,1,29.54,-3.68
C1CCOCC1,Tetrahydropyran ,-0.978,2,86.134,0,1,0,9.23,-0.03
CCCCCC#C,1-Heptyne,-2.155,1,96.173,0,0,3,0.0,-3.01
c1cc2ccc(OC)c(CC=C(C)(C))c2oc1=O ,osthole,-4.0760000000000005,1,244.29,0,2,3,39.44,-4.314
c1cc(C)cc2c1c3cc4cccc5CCc(c45)c3cc2,3-Methylcholanthrene,-6.311,1,268.3589999999999,0,5,0,0.0,-7.92
CCOC(=O)c1ccccc1,Ethyl benzoate ,-2.775,1,150.177,0,1,2,26.3,-2.32
ClCC(C)C,1-Chloro-2-methylpropane,-1.924,1,92.569,0,0,1,0.0,-2.0
CC34CCC1C(CCc2cc(O)ccc12)C3CCC4(O)C#C ,Ethinyl estradiol,-4.317,1,296.41,2,4,0,40.46,-4.3
CCCCCCCCCCCC(=O)OC,methyl laurate,-4.025,1,214.349,0,0,10,26.3,-4.69
CCCSCCC,Di-n-propylsulfide,-2.307,1,118.245,0,0,4,0.0,-2.58
c1ccc2cc3cc4ccccc4cc3cc2c1,Napthacene,-5.568,2,228.294,0,4,0,0.0,-8.6
CCCCCBr,1-Bromopentane,-2.658,1,151.047,0,0,3,0.0,-3.08
CCCC/C=C/C,trans-2-Heptene ,-2.784,1,98.18899999999998,0,0,3,0.0,-3.82
Cc1ncc(N(=O)=O)n1CCO ,Metranidazole,-0.8590000000000001,1,171.15599999999998,1,1,3,81.19,-1.26
CCCCCC1CCCC1,Pentylcyclopentane,-3.869,1,140.26999999999998,0,1,4,0.0,-6.08
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,"2,2',3,5,5',6-PCB",-7.261,1,360.88200000000006,0,2,1,0.0,-7.42
O=C1NC(=O)NC(=O)C1(CC)C(C)C,5-Ethyl-5-isopropylbarbituric acid,-1.6030000000000002,1,198.222,2,1,2,75.27000000000001,-2.148
CC(Cl)(Cl)Cl,"1,1,1-Trichloroethane",-2.232,1,133.405,0,0,0,0.0,-2.0
CON(C)C(=O)Nc1ccc(Cl)cc1,Monolinuron,-2.948,1,214.652,1,1,2,41.57,-2.57
O=C2NC(=O)C1(CCCCC1)C(=O)N2,Cyclohexyl-5-spirobarbituric acid,-1.405,1,196.206,2,2,0,75.27,-3.06
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1 ,dimetan,-2.3040000000000003,1,211.261,0,1,1,46.61,-0.85
Cc1ccc(Br)cc1,4-Bromotoluene,-3.667,1,171.03700000000003,0,1,0,0.0,-3.19
CCOCC,Diethyl ether ,-0.718,1,74.123,0,0,2,9.23,-0.09
CC(C)NC(=O)N1CC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2,Rovral,-4.004,1,330.17100000000005,1,2,2,69.72,-4.376
CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,Benfluralin,-5.205,1,335.28200000000004,0,1,7,89.51999999999998,-5.53
Cc1cc(C)c(O)c(C)c1,"2,4,6-Trimethylphenol",-2.9410000000000003,1,136.194,1,1,0,20.23,-2.05
c1ccccc1,Benzene ,-2.418,2,78.11399999999999,0,1,0,0.0,-1.64
Clc1ccc(I)cc1,p-Chloroiodobenzene,-4.384,1,238.455,0,1,0,0.0,-4.03
COc1ccc(NC(=O)N(C)C)cc1Cl,Metoxuron,-2.6830000000000003,1,228.679,1,1,2,41.57,-2.564
CC(C)N(C(=O)CCl)c1ccccc1 ,propachlor,-3.018,1,211.69200000000004,0,1,3,20.31,-2.48
C=Cc1ccccc1,Styrene,-2.85,1,104.15199999999996,0,1,1,0.0,-2.82
COCOC,Dimethoxymethane,0.092,1,76.095,0,0,2,18.46,0.48
Cc1ccccc1C,o-Xylene ,-3.004,1,106.168,0,1,0,0.0,-2.8
CCC(C)O,Butan-2-ol,-0.616,1,74.12299999999999,1,0,1,20.23,0.47
Oc1ccc(O)cc1,"1,4-Benzenediol",-1.59,1,110.11199999999998,2,1,0,40.46,-0.17
CC34CCC1C(CCc2cc(O)ccc12)C3CC(O)C4O ,estriol,-3.858,1,288.387,3,4,0,60.69,-4.955
C1c2ccccc2c3cc4ccccc4cc13,Benzo(b)fluorene,-5.189,2,216.283,0,4,0,0.0,-8.04
O=C1CNC(=O)N1 ,hydantoin,0.603,1,100.077,2,1,0,58.2,-0.4
c1(O)cc(O)ccc1CCCCCC,4-hexylresorcinol,-3.4930000000000003,1,194.27399999999992,2,1,5,40.46,-2.59
C=CCS(=O)SCC=C,allicin,-2.045,1,162.27899999999997,0,0,5,17.07,-0.83
CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2,Coumaphos,-5.04,1,362.7710000000001,0,2,6,57.9,-5.382000000000001
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,"5,6-Dimethylchrysene",-6.265,1,256.348,0,4,0,0.0,-7.01
CCCCC(=O)OC3(C(C)CC4C2CCC1=CC(=O)C=CC1(C)C2(F)C(O)CC34C)C(=O)CO,Betamethasone-17-valerate,-5.062,1,476.5850000000002,2,4,6,100.90000000000002,-4.71
O=c2[nH]c(=O)c1[nH]c(=O)[nH]c1[nH]2 ,uric acid,-0.541,1,168.112,4,2,0,114.36999999999998,-3.93
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,"2,3,4,6-Tetrachlorophenol",-4.203,1,231.893,1,1,0,20.23,-3.1
Clc1cccc(Cl)c1,"1,3-Dichlorobenzene",-3.5580000000000003,1,147.004,0,1,0,0.0,-3.04
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,DDT,-6.638,1,354.491,0,2,2,0.0,-7.15
CC(C)COC=O,Isobutyl formate,-1.095,1,102.13299999999998,0,0,3,26.3,-1.01
c1ccccc1SC,thioanisole,-2.87,1,124.208,0,1,1,0.0,-2.39
CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,RTI 13,-4.45,1,322.29,1,3,1,58.120000000000005,-4.207
CCCCCC,Hexane ,-2.615,1,86.178,0,0,3,0.0,-3.84
COC(=O)c1cccnc1 ,methyl nicotinate,-1.621,1,137.138,0,1,1,39.19,-0.46
NS(=O)(=O)c3cc2c(NC(Cc1ccccc1)NS2(=O)=O)cc3C(F)(F)F,Bendroflumethiazide,-3.741,1,421.4220000000001,3,3,3,118.36,-3.59
Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,"2,3,3',4,4',5-PCB",-7.425,1,360.88200000000006,0,2,1,0.0,-7.82
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,Vinclozolin,-4.377,1,286.11400000000003,0,2,2,46.61,-4.925
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,Cyanazine,-2.49,1,240.698,2,1,4,86.52,-3.15
c1ccc2c(c1)c3ccccc3c4ccccc24,Triphenylene,-5.568,2,228.294,0,4,0,0.0,-6.726
CC=C(C(=CC)c1ccc(O)cc1)c2ccc(O)cc2,Dienestrol,-4.775,1,266.34,2,2,3,40.46,-4.95
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,Di(2-ethylhexyl)-phthalate,-7.117000000000001,1,390.5640000000003,0,1,14,52.60000000000001,-6.96
CCc1ccccn1,2-Ethyl pyridine,-2.051,1,107.15599999999998,0,1,1,12.89,0.51
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,Naled,-3.548,1,380.784,0,0,5,44.760000000000005,-2.28
c1ccc(cc1)c2ccccc2,Biphenyl,-4.079,2,154.21199999999996,0,2,1,0.0,-4.345
Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,"2,2',4,4',6,6'-PCB",-7.178999999999999,1,360.88200000000006,0,2,1,0.0,-8.71
CN(C)c1nc(nc(n1)N(C)C)N(C)C,Altretamine,-2.492,1,210.285,0,1,3,48.39000000000001,-3.364
CC(C)CC(C)(C)O,"2,4-Dimethyl-2-pentanol ",-1.6469999999999998,1,116.20399999999998,1,0,2,20.23,-0.92
O=C2NC(=O)C1(CCCCCC1)C(=O)N2 ,Cycloheptyl-5-spirobarbituric acid,-1.844,1,210.233,2,2,0,75.27,-3.168
OCC1OC(O)(CO)C(O)C1O,Fructose,0.471,1,180.156,5,1,2,110.38,0.64
Cc1cc(C)cc(O)c1,"3,5-Dimethylphenol",-2.652,1,122.16699999999996,1,1,0,20.23,-1.4
ClCC#CCOC(=O)Nc1cccc(Cl)c1,Barban,-4.16,1,258.104,1,1,2,38.33,-4.37
CC(=O)Nc1ccc(Cl)cc1,p-Chloroacetanilide,-2.642,1,169.611,1,1,1,29.1,-2.843
Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,"2,2',3,4,5,5',6-PCB",-7.898,1,395.3270000000001,0,2,1,0.0,-8.94
CCC(C)(C)C,"2,2-Dimethylbutane",-2.584,1,86.17799999999998,0,0,0,0.0,-3.55
CNc1ccccc1,N-Methylaniline ,-2.097,1,107.15599999999998,1,1,1,12.03,-1.28
C=CCC=C,"1,4-Pentadiene ",-1.758,1,68.119,0,0,2,0.0,-2.09
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,Hydrocortisone 21-acetate,-3.692,1,404.5030000000002,2,4,3,100.90000000000002,-4.88
Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,DNOC,-2.818,1,198.134,1,1,2,106.51000000000002,-1.456
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,Lorazepam,-3.75,1,321.163,2,3,1,61.690000000000005,-3.604
Oc1cccc(Cl)c1,3-Chlorophenol,-2.761,1,128.558,1,1,0,20.23,-0.7
Clc1cccc(Br)c1,m-Chlorobromobenzene,-3.928,1,191.455,0,1,0,0.0,-3.21
NS(=O)(=O)c2cc1c(N=CNS1(=O)=O)cc2Cl ,chlorothiazide,-1.7519999999999998,1,295.72900000000004,2,2,1,118.69,-3.05
O=C1NC(=O)NC(=O)C1(C)CC,5-Methyl-5-ethylbarbituric acid,-0.911,1,170.16799999999998,2,1,1,75.27000000000001,-1.228
OCCOc1ccccc1,2-Phenoxyethanol,-1.761,1,138.16599999999997,1,1,3,29.46,-0.7
C(c1ccccc1)c2ccccc2,Diphenylmethane,-4.09,2,168.239,0,2,2,0.0,-4.08
CCCCCC(O)CC,3-Octanol,-2.033,1,130.23099999999997,1,0,5,20.23,-1.98
CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,Flumetralin,-6.584,1,421.7340000000001,0,2,6,89.51999999999998,-6.78
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,Propazine,-3.329,1,229.71500000000003,2,1,4,62.73,-4.43
CCCC(C)CO,2-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.11
CCCCC(C)(C)O,2-Methyl-2-hexanol,-1.663,1,116.20399999999998,1,0,3,20.23,-1.08
