selfies,Hepatobiliary disorders,Metabolism and nutrition disorders,Product issues,Eye disorders,Investigations,Musculoskeletal and connective tissue disorders,Gastrointestinal disorders,Social circumstances,Immune system disorders,Reproductive system and breast disorders,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",General disorders and administration site conditions,Endocrine disorders,Surgical and medical procedures,Vascular disorders,Blood and lymphatic system disorders,Skin and subcutaneous tissue disorders,"Congenital, familial and genetic disorders",Infections and infestations,"Respiratory, thoracic and mediastinal disorders",Psychiatric disorders,Renal and urinary disorders,"Pregnancy, puerperium and perinatal conditions",Ear and labyrinth disorders,Cardiac disorders,Nervous system disorders,"Injury, poisoning and procedural complications"
[C][C][C][Branch1][O][C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=O][C],0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][Ring1][Branch1][C][C][O][C][Ring1][=Branch1][Branch1][Ring1][C][C][C][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][N][C][C][=C][Branch1][Branch1][C][Ring1][Branch1][=O][C][=C][C][=C][Ring1][Branch2][N],1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][NH2+1][C][C][Branch2][Ring1][Ring2][C][=C][C][=Branch1][=C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][Ring1][=Branch1][Ring1][O][Cl][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0
[C][C][C][=Branch1][C][=O][N][Branch2][Ring1][Branch1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][Branch1][C][C][Branch2][Branch1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch2][Ring2][Ring2][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][O][C][=Branch1][C][=O][O],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][C][C][C][Branch2][Ring1][=Branch1][C][Ring1][=Branch1][C][C][C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][C][C][C][C][Ring1][P][Branch1][#Branch2][C][=C][C][=Branch1][C][=O][N][Ring1][#Branch1][C],0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1
[C][C][=Branch1][C][=O][O][C@H1][C@H1][Branch2][Ring2][=N][C][C][C@@][Ring1][Branch1][Branch2][Ring2][Ring2][C][C][C][C][Ring1][=Branch1][C][C][C][C@@][Ring1][=Branch1][Branch2][Ring1][Ring2][C][C@@H1][Branch1][Branch2][C@H1][Branch1][Ring2][C][Ring1][=Branch1][O][N][C][C][O][C][C][Ring1][=Branch1][C][C][N+1][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][C][=C].[Br-1],0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
[C][C][=C][Branch2][Ring1][#C][O][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][N][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
[C][C][C][N][C][Branch1][Ring2][C][Ring1][=Branch1][C][NH2+1][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][Branch1][C][F][Branch1][C][F][F][O][C][C][Branch1][C][F][Branch1][C][F][F],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][F][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][O],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][O][C][=Branch1][C][=O][C][=C][C][N][Branch2][Ring1][=Branch2][C][=Branch1][C][=O][C][=C][Branch1][Branch2][N][Ring1][Branch2][C][=N][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][F][C],0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1
[C][=C][Branch1][=N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Ring1][Branch2][F],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1
[C][C][Branch1][C][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch2][Ring1][Branch1][=C][Ring1][=Branch2][C][=C][C][Branch1][N][C][C][Branch1][#Branch1][C][C][=Branch1][C][=O][O][O][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O][N][C][C][=C][N][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][=C][Branch1][Ring2][N][Ring1][Branch2][N],0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1
[C][C][=C][N][N][=C][Ring1][Branch1],0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][=N][C][Ring1][Branch1][=C][Branch2][=Branch1][=Branch2][C][=C][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=Branch2][Ring2][P][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=Branch2][Ring1][=Branch2][=C][C][=C][C][=Branch1][S][=C][Ring2][Ring1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][N][Ring1][=N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O],0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1
[C][C][Branch1][=C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][N][C][C][Branch1][P][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][=O][O],0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][C][C][C][C][=Branch2][Ring1][Branch2][=C][C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][S][=Branch1][C][=O][=Branch1][C][=O][O][C][Ring2][Ring1][Ring1][C][C][C][Ring2][Ring1][=Branch1][=O],1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
[C][C][C][N][Branch1][Ring2][C][Ring1][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@H1][C@H1][Branch1][S][C][C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1],1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][=C][C][=Branch1][C][=O][N][C][Branch2][Ring2][#C][C][=Branch1][C][=O][O][C][C][C][=Branch1][C][=O][N][C][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][S][S][C][C][C][=C][Ring1][P][C][=Branch1][C][=O][N][Ring2][Ring1][N][C][Branch1][C][C][C][C][Branch1][C][C][C],1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,1
[C][=C][O][C][=Branch1][Ring2][=C][Ring1][Branch1][C][N][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][#Branch2][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][S][=Branch1][C][=O][=Branch1][C][=O][N][Cl],1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1
[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][C][C][C][C][C][C][C][Ring1][=Branch1][C][N][Ring1][#Branch2][C][C@H1][Branch2][Ring2][=C][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][O],1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][N][C][C][C][C][=C][C][Branch2][Ring1][=Branch2][C][C][Ring1][=Branch1][O][C][=C][Branch1][=C][C][=C][C][=Branch1][=Branch1][=C][Ring1][=N][Ring1][=Branch1][C][Ring1][P][O][C][O],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][=Branch1][C][=O][N][C][=C][Ring1][#Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][C][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][Cl][Cl],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
[C][C][N][C@H1][C][N][Branch2][Ring1][O][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Ring1][Branch2][C][=C][Branch1][Ring2][S][Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][O][C],1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O][C].[Cl],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][C@H1][Branch1][C][C][C@H1][C][=Branch1][C][=O][N][C@H1][Branch3][Ring1][=Branch2][#C][C][=Branch1][C][=O][N][C@@H1][Branch3][Ring1][=Branch2][Ring1][C][=Branch1][C][=O][N][C@H1][Branch3][Ring1][Branch2][#Branch1][C][=Branch1][C][=O][N][C@H1][Branch3][Ring1][#Branch1][O][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Branch3][Ring1][=Branch1][Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@@H1][Branch2][#C][#Branch1][C][S][S][C][C@@H1][Branch2][Branch2][=C][C][=Branch1][C][=O][N][C@H1][Branch2][#Branch1][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C@H1][Branch2][=Branch1][Ring2][C][=Branch1][C][=O][N][C@H1][Branch2][Branch1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch2][Ring2][=Branch2][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][=Branch1][Branch1][C][C][C][N][C][=Branch1][C][=N][N][C][C][=Branch1][C][=O][O][C][C][S][C][C][C][C][C][N][C][C][C][N][C][=Branch1][C][=N][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][Branch1][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][Branch1][C][C][S][C][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch1][C][C][C][C][N][N][C][=Branch1][C][=O][C@@H1][C][C][C][N][Ring1][Branch1][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][C][C][C][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch2][C][C][C][N][C][=Branch1][C][=N][N][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][C][=N][C][=N][Ring1][Branch1][C][=Branch1][C][=O][O][C][C][Branch1][C][C][C][C][O][C][O][C][O][C][O],0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][N][C][C][C][C][C][C][Ring1][Branch1][C][Ring1][Branch2],1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][C][=C][Branch2][Branch1][C][C][N][Branch1][Branch1][C][Ring1][Branch1][=O][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][C],1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
[C][C][=N][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1],1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][N+1][Branch2][Ring2][#Branch2][C][C][C][Branch1][N][C][C][Ring1][=Branch1][C][C][Ring1][#Branch1][O][Ring1][Ring1][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][O][C].[Br-1],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1
[C][O][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1],1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
[C][N][C][C][C@@H1][Branch1][Branch2][C][=C][C][=C][S][Ring1][Branch1][O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2].[Cl],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][N+1][Branch2][Ring2][Ring1][C][C][C][Branch1][Ring2][C][Ring1][Branch1][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1
[C][=C][C][=Branch2][Ring1][O][=C][C][=C][Ring1][=Branch1][C][C][C][=C][N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][=C][Branch1][Ring2][N][Ring1][#Branch1][N][C][=Branch1][C][=O][N][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][N][Branch2][Ring1][=N][C][C][N][Ring1][=Branch1][C][C][C][=C][Branch1][P][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Ring1][#Branch1][Cl][C][=N][S][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2].[O].[Cl],1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
[C][N][C][C][C][C][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][Branch2][N][C][=Branch1][C][=O][C][=N][N][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][C][C][=Branch1][C][=O][C][=C][Branch2][Ring1][=C][C][Ring1][#Branch1][C][=Branch1][C][=O][C][=C][Branch1][Ring2][O][Ring1][=Branch1][C][=Branch1][N][=C][Branch1][#Branch1][C][=C][Ring1][#Branch1][O][C][O][C][Cl][O][C],1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0
[C][C][C][C][=Branch1][C][=O][N][N][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][=C][Branch1][Ring1][C][#N][C][#N],0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
[C][C][C][C][C][=N][C][=C][Branch2][Ring1][Ring2][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][=C][Branch1][=Branch2][C][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][O].[C][S][=Branch1][C][=O][=Branch1][C][=O][O],0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0
[C][C][N][Branch2][Ring1][Ring2][C][C][C][Ring1][=Branch1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][O][C][C][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][F],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
[C][C][O][C][=Branch1][C][=O][C][=C][N][=C][N][Ring1][Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
[C][C@H1][C][=Branch1][C][=O][N][C@H1][C][S][S][C][C@H1][C][=Branch1][C][=O][N][C@H1][Branch2][O][Ring1][C][=Branch1][C][=O][N][C@H1][Branch2][=Branch2][=C][C][=Branch1][C][=O][N][C@@H1][Branch2][Branch1][O][C][S][S][C][C@H1][Branch2][Ring1][#Branch2][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][N][C][Ring2][Ring1][P][=O][C@@H1][Branch1][C][C][O][C][=Branch1][C][=O][N][C@@H1][Branch1][=N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][P][C][S][S][C][C@@H1][Branch1][=Branch2][C][=Branch1][C][=O][N][Ring2][Branch1][O][N][C][=Branch1][C][=O][N][C@H1][Branch2][Ring1][Ring2][C][=Branch1][C][=O][N][C][C][C][C@H1][Ring1][Branch1][C][=Branch1][C][=O][N][Ring2][#Branch1][Ring1][C][C][=Branch1][C][=O][N][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][=Branch1][C][=O][O].[C][C][=Branch1][C][=O][O],0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][N][=C][Ring1][#Branch1][N][N],1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1
[C][C][C][N][Branch2][Ring1][Ring1][C][C][O][C][=C][Branch1][O][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][Cl][Cl][C][=Branch1][C][=O][N][C][=C][N][=C][Ring1][Branch1].[C][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][O-1][Branch1][C][I][I].[Na+1],1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][S][=Branch1][C][=O][=Branch1][C][=O][N],1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][C][Branch1][C][C][Branch1][C][C][N][C][=Branch1][C][=O][C][C][N][Branch2][Ring2][=C][C][C][N][Ring1][=Branch1][C][C][Branch2][Ring2][Ring1][C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][O][O][C][C][=C][N][=C][C][=C][Ring1][=Branch1],1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
[C][N][C][=Branch1][C][=O][C][=C][Branch2][Ring1][Ring1][N][Branch1][Branch1][C][Ring1][#Branch1][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][#N][N][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][N],1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
[C][C][=C][Branch2][Ring2][C][C][=C][Branch2][Ring1][Ring1][N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=C][C][=Branch1][Ring2][=C][Ring1][S][O][C][C][C][=Branch1][C][=O][O],1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][C][=Branch1][C][=O][N][Branch2][Branch1][#C][C][C][Branch2][Branch1][=Branch2][C][N][Branch2][Ring2][#C][C][=C][Branch2][Ring2][=Branch2][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][C][O][C][=C][Branch2][Ring2][=Branch2][C][=Branch2][Ring1][=Branch2][=C][Branch2][Ring1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][C][Branch1][Ring1][C][O][O][I],0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
[C][N][Branch2][Branch1][#Branch1][C][=C][Branch2][Ring2][P][C][=Branch2][Ring1][=N][=C][Branch2][Ring1][Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Branch2][Ring2][P][C][=Branch2][Ring1][=N][=C][Branch2][Ring1][Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][O][I][C][=Branch1][C][=O][N][C][Branch1][Ring1][C][O][C][Branch1][Ring1][C][O][O][I],1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1
[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C@][Branch2][Ring2][Branch1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][O][C][C@@H1][Branch2][Ring1][Branch1][C@H1][C@H1][Ring1][=Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][C@][Ring1][O][Ring1][#Branch1][C][O][C][O].[C][N][C][C@@H1][Branch1][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][O].[Cl],0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
[C][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][Branch2][=Branch1][Ring1][C][=Branch2][Branch1][=Branch2][=C][Branch2][Branch1][Ring2][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][N][C][=C][Branch2][Ring1][N][C][=Branch1][P][=C][Branch1][=N][C][=Branch1][Branch1][=C][Ring1][=Branch1][I][C][=Branch1][C][=O][O][I][C][=Branch1][C][=O][N][C][C][O][I][I][C][=Branch1][C][=O][N][C][I],0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1
[C][C][Branch1][C][C][N+1][Branch2][Ring1][S][C][C][C][C][Ring1][Branch1][C][C][Branch1][Ring2][C][Ring1][#Branch1][O][C][=Branch1][C][=O][C][Branch1][Ring1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0
