selfies,lipo
[N][C][=N][C][Branch1][C][N][=C][Branch1][=Branch1][N][=C][Ring1][#Branch1][Cl][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1],2.67
[C][C][N][C][Branch1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Branch2][#Branch1][P][C][C][=C][C][=C][Branch1][Ring2][C][=Ring1][=Branch1][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch2][Branch1][P][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][N][N][C@H1][Branch1][=C][C][C][N][C][C][C][Branch1][C][O][C][C][Ring1][#Branch1][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Branch1][=C][Ring2][Ring1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring2][Ring2][#Branch2][=C][Ring2][Branch1][#C][C][C][=C][C][Branch1][C][Cl][=C][C][=Ring1][#Branch1],4.2
[C][C][C][N][Branch1][Ring2][C][Ring1][Ring2][C][=Branch1][C][=O][C][=N][N][=C][C][=Branch1][O][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][N][C][=N][C][=C][C][=N][Ring1][=Branch1],1.21
[C][O][C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][C][C][Ring1][Ring1][N][C][C][N][Branch1][Branch2][C@H1][Branch1][C][C][C][Ring1][#Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][Ring1][Ring1][C][#N],3.49
[O][=C][Branch2][Ring1][Ring1][N][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],3.62
[N][C][=N][N][=C][Branch1][=N][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][Ring1][=N],2.34
[O][C@@H1][Branch2][Ring2][Ring2][C][N][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][Branch1][N][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][#C][C][=C][C][=C][Branch1][C][O][C][N][C][=Branch1][C][=O][S][C][Ring1][O][=Ring1][=Branch1],2.32
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][Branch2][Ring1][=C][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][C][N][C][C][O][C][C][Ring1][=Branch1][=N][Ring2][Ring1][=Branch2],2.43
[C][=C][C][N][Branch2][Ring2][C][C][C][C][N][Branch2][Ring1][=Branch1][C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],3.6
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][#Branch2][N][C][=N][C][=C][C][Branch1][#C][N][C][=C][C][=C][C][N][=C][O][C][Ring1][=Branch2][=Ring1][Branch1][=N][Ring1][S][=C][Ring2][Ring1][#Branch1],2.5
[C][C][C][C][N][C][C][=C][Branch1][C][O][N][N][=C][Branch1][=N][C][=C][Ring1][Branch1][N][=C][Ring1][#Branch2][C][Ring1][=N][=O][C][O][C][=C][C][=Ring1][Branch1],0.8
[N][C][=N][C][=C][C][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][S][Ring1][=Branch2][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],3.1
[C][C@@H1][C][N][Branch2][Ring1][S][C][C][N][Ring1][=Branch1][C][=Branch1][C][=O][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][Branch1][C][C][Ring1][Ring1][C][#N][C][=C][C][=C][C][Branch1][C][C][=N][N][Branch1][C][C][C][Ring1][#Branch1][=C][Ring1][O],2.7
[O][=C][C][=C][Branch2][Ring1][Ring2][O][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],2.9
[C][O][C][=N][C][=C][C][=C][C][=Branch1][C][=O][N][Branch2][Ring1][=N][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=N][Ring1][#Branch2][C][Ring2][Ring1][O][=N][Ring2][Ring1][#C],0.2
[C][O][C][=C][C][=Branch2][Ring2][#Branch1][=C][C][=C][Ring1][=Branch1][C][C][=C][N][Branch1][C][C][C][=C][C][=C][Branch1][=C][N][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][Branch1][C][=C][Ring2][Ring1][Ring1][Ring1][#C][C][=Branch1][C][=O][O],2.0
[O][C@H1][Branch2][Ring1][=Branch1][C][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][#N][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2],3.42
[O][=C][Branch1][=C][N][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3.8
[C][C][Branch1][C][C][C][C@H1][Branch1][=C][N][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][#N],0.08
[C][N][Branch1][C][C][C][=N][C][=N][C][N][=C][NH1][C][Ring1][=Branch2][=Ring1][Branch1],0.95
[N][C][=N][O][N][=C][Ring1][Branch1][\C][=Branch1][Ring1][=N][\O][\N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2],2.7
[C][N][C][C][C][C@H1][Ring1][Branch1][C][=C][C][=C][C][=N][Ring1][=Branch1],0.44
[C][C][C@H1][Branch1][#C][N][C][=N][C][=N][C][NH1][C][=N][C][Ring1][=Branch2][=Ring1][Branch1][C][=N][C][=C][C][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][N][C][=C][C][=C][C][=C][Ring1][=Branch1],2.72
[C][N][C][Branch2][Ring1][Ring2][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=N][C][=C][C][Branch2][Ring1][=N][O][C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=N][C][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][C][=C][Ring2][Ring2][Ring2][Ring2][Ring1][=Branch1],3.45
[C][C][O][N][=C][Branch2][Ring1][=Branch1][N][C][=Branch1][C][=O][C][S][C][=N][C][Branch1][C][C][=C][C][Branch1][C][C][=N][Ring1][Branch2][C][=Ring2][Ring1][C],1.52
[C][N][C][=N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][N][=N][C][Ring1][O][C][=C][C][=N][S][Ring1][Branch1][C][O][C][=C][C][=Ring1][Branch1],1.44
[C][N][C][=Branch1][C][=O][C][C][Branch1][C][C][Branch2][Ring1][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][=Branch1][N],2.03
[C][O][C][=C][C][=Branch2][Ring2][Branch2][=C][C][=C][Ring1][=Branch1][C][C][=C][N][Branch1][C][C][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C],2.51
[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=N][C][NH1][C][=N][C][Ring1][=Branch2][=Ring1][Branch1],1.84
[F][C][=C][C][=C][Branch2][Branch1][Branch2][C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C@H1][Branch2][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring2][C][=C][C][=C][C][Branch1][O][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][=C][Ring1][N][C][=C][Ring2][Ring2][=Branch1],3.58
[C][C@H1][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][C][Branch1][C][C][=N][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring2][C][=Ring1][#Branch2][N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][C],1.57
[O][=C][Branch2][Ring1][Ring1][N][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][N][C][=C][N][=C][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N],2.2
[N][C][NH1][N][=C][C][=Ring1][Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],1.1
[C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=N][C][=C][Branch1][C][N][N][=C][Branch1][P][O][C][C][C][C][C][Branch1][C][F][Branch1][C][F][C][C][Ring1][Branch2][N][=C][Ring2][Ring1][Ring2][Ring1][P],1.72
[C][C][Branch1][C][C][N][Branch2][Ring1][N][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=C][C][=C][Branch1][C][N][N][=C][N][=C][Ring1][#Branch2][Ring1][#Branch1],2.4
[C][C][C][Branch1][N][C][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],0.6
[C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1],3.36
[C][C][Branch1][C][C][N][=C][C][=C][N][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring1][P][C][=C][Ring2][Ring1][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],3.17
[O][C][=C][C][Branch1][O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][C][=N][Ring1][=C],1.69
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][=Branch2][S][C][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][=C][Ring1][S][C][=Branch1][C][=O][N][C][C@H1][Branch1][C][O][C][O][Ring1][=Branch1],3.15
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring2][N][N][C][=N][C][=C][Branch1][C][C][C][Branch2][Ring1][N][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C][=N][Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][=N],2.84
[C][O][C][=C][C][=N][C][=N][C][Branch1][#Branch2][N][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][=C][Ring1][P][O][C],2.22
[N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][NH1][N][=N][C][=Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3.37
[O][=C][Branch1][O][N][C][Branch1][Branch1][C][C][Ring1][Ring1][C][#N][C@@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=N][C][=C][N][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],1.66
[F][C][=C][C][=C][Branch2][Ring1][Ring1][C][C][=N][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][=C][Ring2][Ring1][C][N][C][=Branch1][C][=O][C][C][C][Ring1][=Branch1][=O],1.0
[O][=C][Branch2][Ring1][O][N][C][=C][C][=Branch1][=N][=N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][#N],3.82
[C][C][C][=C][Branch1][Branch1][O][N][=Ring1][Branch1][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][C][C@H1][Branch1][=Branch2][C][N][C][=C][N][=N][Ring1][Branch1][O][C][Ring1][O][=O],1.99
[C][C][C][=Branch1][C][=O][N][C@H1][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][N][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=Ring1][=Branch2],3.4
[O][=C][C][=C][Branch2][Ring1][=N][N][=C][N][Branch1][S][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=C][N][Ring2][Ring1][Ring2][Ring1][S][N][C][C][O][C][C][Ring1][=Branch1],3.3
[C][O][C][=C][C][=N][C][=N][C][Branch1][S][N][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Cl][=C][Ring1][Branch2][=C][Ring1][#C][C][=C][Ring2][Ring1][Ring1][O][C][C][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1],3.3
[O][=C][N][C][C][C][NH1][C][=Branch1][#Branch1][=C][C][Ring1][=Branch2][=Ring1][Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1.49
[C][O][C][=C][C][=Branch1][S][=C][C][=C][Ring1][=Branch1][O][C][C][N][C][C][C][C][Ring1][Branch1][N][C][=N][C][C][=C][Branch1][=Branch2][S][C][=Ring1][Branch1][C][Ring1][=Branch2][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],2.74
[C][N][Branch1][C][C][C][=C][C][=N][C][S][C][C][=Branch1][C][=O][N][Branch1][O][C][=N][C][=Ring1][#Branch1][C][Ring1][=C][=Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1],2.34
[C][N][C][C][C][=C][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][=C][Ring2][Ring1][#Branch1][Ring2][Ring1][Ring2],2.8
[C][C@H1][O][C@H1][Branch1][=Branch2][C@H1][Branch1][C][O][C@@H1][Ring1][=Branch1][O][N][C][=N][C][=C][Branch1][C][N][N][=C][Branch2][Ring1][C][O][C][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Branch1][C][F][Branch1][C][F][F][N][=C][Ring2][Ring1][Ring1][Ring1][S],1.83
[C][C@H1][Branch2][Ring1][#Branch2][O][C][=N][C][=C][Branch1][C][Cl][C][Branch1][N][N][C][C][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][=N][Ring1][=C][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],1.82
[C][C][=C][Branch1][=N][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][Ring2][Ring1][C][C][C][=N][N][=N][NH1][Ring1][Branch1],3.25
[C][C][=C][Branch2][Ring2][=Branch1][N][C@H1][Branch1][Branch1][S][C][Ring1][=Branch1][C@H1][Branch2][Ring1][Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][C][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Ring2][Ring1][C][=O][C][=Branch1][C][=O][O],-0.86
[C][C@@H1][Branch2][Ring2][=N][N][Branch1][S][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][Ring1][Branch2][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][F][=C][Ring1][#Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=N][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],2.9
[O][=C][Branch1][O][N][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],2.7
[C][N][C][=C][Branch2][Ring1][=Branch2][C][N][C][C][C][=C][C][N][=C][Branch1][C][N][S][C][=Ring1][=Branch1][C][=C][Ring1][#Branch2][C][C][Ring1][#C][C][=N][Ring2][Ring1][Branch1],1.06
[F][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][F][N][C][=C][N][=C][Branch1][#C][S][C][C][=Branch1][C][=O][N][C][C][C][C][C][Ring1][Branch1][C][Ring1][S][=O],2.0
[C][C][Branch1][C][C][C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],1.91
[C][N][C][Branch1][#C][S][C][C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][Cl][=N][N][=C][Ring1][#C][C][C][=C][C][=N][O][N][=C][Ring1][Branch1][C][=Ring1][=Branch2],3.35
[C][N][Branch1][C][C][C][C][\C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][\-Ring1][#C][Ring1][#Branch1],3.42
[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][C][=Branch1][C][=O][N][C][O][C][=Branch1][Branch1][=N][N][=Ring1][Branch1][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1],3.2
[C][C@H1][Branch1][Ring1][C][O][N][C][=N][C][Branch1][O][S][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=N][C][N][C][=Branch1][C][=O][N][C][Ring2][Ring1][C][=Ring1][=Branch1],2.75
[C][C@@H1][Branch2][Ring2][#C][C][C@@][Branch1][C][C][Branch2][Ring1][P][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][N][Branch1][#C][C][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][C][C][Ring1][S][N][Branch1][C][O][C][=O][C][=N][C][=C][Branch1][C][F][C][=N][Ring1][#Branch1],3.27
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch2][Ring2][Ring2][N][C][=N][C][=C][Branch1][C][F][C][Branch2][Ring1][Ring2][N][C@@H1][C@@H1][C][C@@H1][Branch1][Branch1][C][=C][Ring1][Branch1][C@@H1][Ring1][#Branch1][C][=Branch1][C][=O][N][=N][Ring2][Ring1][C][C][=C][Ring2][Ring1][=Branch2][C],2.9
[C][C][Branch1][C][C][N][C][Branch1][C][C][=N][C][=C][Ring1][=Branch1][C][=N][C][Branch2][Ring1][#Branch2][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][Branch1][Ring2][C][Ring1][Ring2][N][C][=Branch1][C][=O][C][=N][C][=C][Ring2][Ring1][Branch1][F],2.76
[C][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C@@H1][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C@H1][C][C][N][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@@H1][Ring1][P][Ring1][=C],2.47
[C][C][=C][C][Branch2][Ring1][N][N][C][=C][C][=N][C][Branch1][P][N][C][C][O][N][=C][Branch1][Ring2][C][=Ring1][Branch1][C][C][C][Ring1][Ring1][=N][Ring1][S][=N][NH1][Ring2][Ring1][=Branch1],2.5
[C][O][C][=C][C][=C][C][C][C][=Branch1][C][=O][N][Branch2][Ring1][S][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][C][=C][C][=C][O][C][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=N][Ring1][O][C][Ring2][Ring1][N][=C][Ring2][Ring1][S],0.66
[C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][O][C][=C][C][=C][C][=C][C][=C][Branch1][C][N][N][=C][Ring1][O][Ring1][#Branch1],2.46
[C][C][C@H1][Branch1][C][C][C@H1][Branch1][C][N][C][=N][C@@H1][Branch1][Branch1][C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C@@H1][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C@H1][C][C][C][C][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][=C][N][=C][NH1][Ring1][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C@@H1][Branch1][Branch1][C][C][C][N][N][C][Ring2][Branch1][Branch2][=O][C@@H1][Branch1][C][C][C][C],-0.46
[O][C][=Branch1][C][=O][C][NH1][C][=C][C][Branch1][C][Cl][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][=Ring1][O][\C][=C][\C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1],1.52
[C][C][Branch1][C][C][C][Branch2][Ring2][O][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=Branch1][=C][=C][C][=C][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F],2.84
[N][C][=Branch1][C][=O][C][=C][C][=C][C][Branch2][Ring1][C][O][C][C][C][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][C][Ring1][#Branch2][=C][Ring1][P],0.49
[C][C][Branch1][C][C][C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][=Branch1][C][=O][C][C][Branch1][=Branch2][S][C][C][C][C][C][Ring1][Branch1][=C][Branch2][Ring1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][S][C][Ring2][Ring1][=N][=Ring2][Ring1][=Branch1],4.21
[C][C][S][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=Branch1][C][=O][C][=C][C][Branch1][C][F][=C][Branch1][#Branch2][C][=C][Ring1][#Branch1][N][Ring1][P][Ring1][#C][N][C][C][N][Branch1][#C][C][C][=C][Branch1][C][C][O][C][=Branch1][C][=O][O][Ring1][#Branch1][C][C][Ring1][=C],0.47
[C][C][=Branch1][C][=O][N][C][C@H1][C][N][Branch1][Branch2][C][=Branch1][C][=O][O][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch2][C][Branch1][C][F][=C][Ring1][#Branch1][N][C][=C][Branch1][Branch1][N][=N][Ring1][Branch1][C][#N],0.8
[C][C][=C][C][Branch2][Ring1][P][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl][=C][C][=C][Ring2][Ring1][N][O][C][C][=Branch1][C][=O][O],2.41
[O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][O][C][Ring1][O],3.8
[O][=C][Branch2][Ring1][C][N][C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1][C][O][C][=C][C][=Ring1][Branch1],1.21
[C][C@@H1][C][N][Branch2][Ring2][=Branch1][C][C][N][Ring1][=Branch1][C][=N][C][=C][Branch2][Ring1][Branch1][O][C][C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=N][Ring2][Ring1][C][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C],3.5
[O][=C][C][=C][N][=C][C][=C][C][=C][N][Ring1][#Branch2][Ring1][=Branch1],0.2
[N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=C][Branch1][#Branch2][C][N][C][C][C][C][C][Ring1][=Branch1][S][Ring1][N],2.82
[C][O][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=C][Ring1][=Branch1][O][C][C@H1][Branch1][#Branch2][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C][C][Ring1][Ring1][N][C][=N][C][C][=C][Branch1][=Branch2][S][C][=Ring1][Branch1][C][Ring1][=Branch2][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],-0.04
[C][C][C][Branch1][N][C][C][C][C][N][Branch1][C][C][C][Ring1][Branch2][C][=C][C][=C][C][Branch1][C][O][=C][Ring1][#Branch1],0.8
[C][C][C][Branch2][Ring1][#C][N][N][C][=Branch1][C][=O][C][=N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][Branch1][C][O][=C][Ring1][N][C][Ring1][P][=O][C][=C][C][=C][N][=C][Ring1][=Branch1],0.7
[N][C][=N][C][=C][C][=C][Ring1][=Branch1][N][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],3.0
[N][C][=N][N][=C][Branch1][S][C][C][S][C][C][C][=N][N][=C][Branch1][C][N][S][Ring1][=Branch1][S][Ring1][S],-0.1
