selfies,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre
[C][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][=N][=O],Amobarbital,-2.312,1,226.276,2,1,4,75.27000000000001,-2.468
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],"5,5-Diisopropylbarbital",-1.942,1,212.249,2,1,2,75.27000000000001,-2.766
[C][C][C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],Butethal,-1.974,1,212.249,2,1,4,75.27000000000001,-1.661
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Ring1][C][C][C][C],Barbital,-1.265,1,184.195,2,1,2,75.27000000000001,-2.4
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Branch2][C][Branch1][C][C][C][C][C][C][C][=C],Secobarbital,-2.415,1,238.28699999999995,2,1,5,75.27000000000001,-2.356
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Ring1][C][C][C][Branch1][C][C][C][C],Butabarbital,-1.958,1,212.249,2,1,3,75.27000000000001,-2.39
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Ring1][C][C][C][C][=C],5-Allyl-5-ethylbarbital,-1.368,1,196.206,2,1,3,75.27000000000001,-1.614
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Ring1][C][C][C][Branch1][C][C][C],5-Ethyl-5-isopropylbarbituric acid,-1.6030000000000002,1,198.222,2,1,2,75.27000000000001,-2.148
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][Ring1][C][C][C][Branch1][C][C][C][C][C],Pentobarbital,-2.312,1,226.27599999999995,2,1,4,75.27000000000001,-2.39
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][C][C][C],"5,5-Dimethylbarbituric acid",-0.556,1,156.141,2,1,0,75.27000000000001,-1.742
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][C][C][C][C][=C],5-Allyl-5-methylbarbital,-1.013,1,182.179,2,1,2,75.27000000000001,-1.16
[O][=C][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][Ring1][Branch2][Branch1][C][C][C][C],5-Methyl-5-ethylbarbituric acid,-0.911,1,170.16799999999998,2,1,1,75.27000000000001,-1.228
[C][C][C][C][C][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][C][Ring1][S][C][C][C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][C][O],Deoxycorticosterone,-3.939,1,330.4680000000001,1,4,2,54.370000000000005,-3.45
[C][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][C][C][Ring2][Ring1][Ring1][Ring1][S][C],Progesterone,-4.17,1,314.46900000000005,0,4,1,34.14,-4.42
[C][C][C][C][Branch1][C][O][C][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][C][Ring1][P][C][C][C][Ring2][Ring1][Ring2][C][=Branch1][C][=O][C][O],Corticosterone,-3.454,1,346.46700000000016,2,4,2,74.6,-3.24
[C][C][C][C][C][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][O][C][Ring1][S][C][C][C][Ring2][Ring1][Ring1][Branch1][C][O][C][#C],Norethisterone,-2.669,1,314.42500000000007,2,4,0,57.53,-4.57
[C][C][C][C][Branch1][C][O][C][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][C][Ring1][P][C][C][C][Ring2][Ring1][Ring2][Branch1][C][O][C][=Branch1][C][=O][C][O],Hydrocortisone ,-3.159,1,362.4660000000002,3,4,2,94.83,-3.09
[C][C][C][C][C][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][O][Ring1][#Branch1][C][C][Ring1][S][C][C][C][Ring2][Ring1][Ring1][O],Testosterone,-3.659,1,288.431,1,4,0,37.3,-4.02
[C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][C][Branch1][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][Branch1][C][O][C][C][Ring1][P][Ring2][Ring1][Branch1][C],Hydrocortisone 21-acetate,-3.692,1,404.5030000000002,2,4,3,100.90000000000002,-4.88
[C][C][Branch1][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][C][C][Ring1][S][Ring2][Ring1][Ring2][C],17a-Methyltestosterone,-4.073,1,302.4580000000001,1,4,0,37.3,-3.999
[C][C][=Branch1][C][=O][O][C][Branch2][Ring1][=C][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][C][Ring1][O][C][C][C][Ring2][Ring1][C][Ring1][#C][C][C][#C],norethindrone acetate,-4.2410000000000005,1,340.4630000000001,0,4,1,43.370000000000005,-4.8
[C][C][=Branch1][C][=O][C][Branch1][C][O][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][C][C][C][Ring1][S][Ring2][Ring1][Ring2][C],Hydroxyprogesterone-17a,-3.876,1,330.4680000000001,1,4,1,54.37,-3.817
[C][C][N][C][=N][C][Branch1][C][Cl][=N][C][Branch1][O][N][C][Branch1][C][C][Branch1][C][C][C][#N][=N][Ring1][=N],Cyanazine,-2.49,1,240.698,2,1,4,86.52,-3.15
[C][C][N][C][=N][C][Branch1][C][Cl][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][Branch1][Ring1][C][C][C][C],Trietazine,-3.233,1,229.715,1,1,5,53.940000000000005,-4.06
[C][O][C][C][C][N][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][Ring1][S][C][=N][Ring1][N],Methoproptryne,-3.259,1,271.39,2,1,8,71.96000000000001,-2.928
[C][C][N][Branch1][Ring1][C][C][C][=N][C][Branch1][C][Cl][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][Branch1][Ring1][C][C][C][C],Chlorazine,-3.663,1,257.76899999999995,0,1,6,45.150000000000006,-4.4110000000000005
[C][C][N][C][=N][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=N][C][Branch1][Ring1][S][C][=N][Ring1][=N],Terbutryn,-3.75,1,241.364,2,1,4,62.73,-4.0
[C][N][Branch1][C][C][C][=N][C][=Branch1][=N][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][C][C][C][N][Branch1][C][C][C],Altretamine,-2.492,1,210.285,0,1,3,48.39000000000001,-3.364
[C][S][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][=C],Prometryn,-3.693,1,241.364,2,1,5,62.73,-4.1
[C][C][N][C][=N][C][Branch1][C][Cl][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][O],Atrazine,-3.069,1,215.688,2,1,4,62.73,-3.85
[C][S][C][=N][C][=Branch1][=N][=N][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][Branch1][C][C][C][N][Branch1][C][C][C],Simetryn,-2.689,1,213.31,0,1,3,45.150000000000006,-2.676
[C][C][N][C][=N][C][Branch1][#Branch2][N][C][Branch1][C][C][Branch1][C][C][C][=N][C][Branch1][Ring1][O][C][=N][Ring1][=N],Terbumeton,-3.505,1,225.296,2,1,4,71.96000000000001,-3.239
[C][C][N][Branch1][Ring1][C][C][C][=N][C][Branch1][C][Cl][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][O],Ipazine,-3.497,1,243.742,1,1,5,53.940000000000005,-3.785
[C][C][N][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][Ring1][S][C][=N][Ring1][N],Ametryn,-3.43,1,227.337,2,1,5,62.73,-3.04
[C][C][N][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][Ring1][O][C][=N][Ring1][N],Atratone,-3.185,1,211.269,2,1,5,71.96000000000001,-2.084
[C][C][Branch1][C][C][N][C][=N][C][Branch1][C][Cl][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][O],Propazine,-3.329,1,229.71500000000003,2,1,4,62.73,-4.43
[C][O][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][=C],Prometon,-3.448,1,225.296,2,1,5,71.96000000000001,-2.478
[C][=C][C][=N][C][=C][Ring1][=Branch1],Pyridine,-1.481,2,79.10199999999998,0,1,0,12.89,0.76
[C][C][=C][C][=N][C][=C][Ring1][=Branch1][C],"3,4-Dimethylpyridine",-2.067,1,107.156,0,1,0,12.89,0.36
[Cl][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][Branch1][C][Cl][Branch1][C][Cl][Cl],Nitrapyrin,-3.833,1,230.909,0,1,0,12.89,-3.76
[C][C][=C][C][=N][C][Branch1][C][C][=C][Ring1][#Branch1],"2,4-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.38
[C][C][C][=C][C][=C][C][=N][Ring1][=Branch1],2-Ethyl pyridine,-2.051,1,107.15599999999998,0,1,1,12.89,0.51
[C][=N][C][=C][C][Branch1][#Branch1][C][=Branch1][C][=O][N][N][=C][Ring1][#Branch2],Isonazid,-0.7170000000000001,1,137.14200000000002,2,1,1,68.01,0.009
[C][C][=C][C][=C][C][Branch1][C][C][=N][Ring1][#Branch1],"2,6-Dimethylpyridine",-2.0980000000000003,1,107.156,0,1,0,12.89,0.45
[O][C][=C][C][=N][C][=C][Ring1][=Branch1],4-hydroxypyridine,-1.655,1,95.10099999999998,1,1,0,33.120000000000005,1.02
[O][C][=C][C][=C][C][=N][Ring1][=Branch1],2-Hydroxypyridine,-1.655,1,95.101,1,1,0,33.120000000000005,1.02
[C][C][=C][C][=C][N][=C][Ring1][=Branch1][C],"2,3-Dimethylpyridine",-2.067,1,107.156,0,1,0,12.89,0.38
[C][C][=C][N][=C][C][Branch1][C][C][=C][Ring1][#Branch1],"3,5-Dimethylpyridine",-2.0980000000000003,1,107.15599999999998,0,1,0,12.89,0.38
[Cl][C][Branch1][C][Cl][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],DDD,-6.007999999999999,1,320.04600000000005,0,2,3,0.0,-7.2
[C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][=N][C][=C][C][=C][Branch1][Ring1][O][C][C][=C][Ring1][Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl],Methoxychlor,-5.537999999999999,1,345.6529999999999,0,2,4,18.46,-6.89
[Cl][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][C][Cl][Branch1][C][Cl][Cl],DDT,-6.638,1,354.491,0,2,2,0.0,-7.15
[O][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][C][Cl][Branch1][C][Cl][Cl],Dicofol,-6.268,1,370.49,1,2,2,20.23,-5.666
[O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O],Dichlorophen,-4.924,1,269.127,2,2,2,40.46,-3.953
[C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Branch1][C][O][C][=Branch1][C][=O][O][C][Branch1][C][C][C],chloropropylate,-5.093,1,339.21800000000013,1,2,4,46.53,-4.53
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1],benzhydrol,-3.033,1,184.238,1,2,2,20.23,-2.55
[C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],Diphenylmethane,-4.09,2,168.239,0,2,2,0.0,-4.08
[O][C][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Branch1][C][O][C][Ring1][#Branch2][O],d-inositol,-0.887,1,180.156,6,1,0,121.38,0.35
[O][C][C][C][C][C][C][Ring1][=Branch1],Cyclohexanol ,-1.261,1,100.161,1,1,0,20.23,-0.44
[C][C][C][C][C][C][Ring1][=Branch1],Cyclohexane,-2.477,2,84.162,0,1,0,0.0,-3.1
[Cl][C][C][Branch1][C][Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][C][Branch1][C][Cl][C][Ring1][#Branch2][Cl],Lindane,-4.009,1,290.832,0,1,0,0.0,-4.64
[C][/C][C][C][C][C][C][Ring1][=Branch1][\C],"cis-1,2-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.3
[C][C][C][C][C][C][C][C][Ring1][=Branch1],Ethylcyclohexane,-3.245,1,112.216,0,1,1,0.0,-4.25
[C][C][C][C][C][C][C][Ring1][=Branch1],Methylcyclohexane ,-2.891,1,98.189,0,1,0,0.0,-3.85
[C][/C][C][C][C][Branch1][C][\C][C][C][Ring1][#Branch1],"trans-1,4-Dimethylcyclohexane",-3.305,1,112.216,0,1,0,0.0,-4.47
[C][C][C][C][Branch1][C][O][C][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][O][Ring1][#Branch1][C][C][Ring1][P][C][C][C][Ring2][Ring1][Ring2][Branch1][C][O][C][=Branch1][C][=O][C][O],Prednisolone,-2.974,1,360.4500000000002,3,4,2,94.83,-3.18
[C][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][C][Branch1][C][C][C][Ring2][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],Dexamethasone,-3.4,1,392.4670000000002,3,4,2,94.83,-3.59
[C][C][C][C][C][C][C][C][Branch1][C][O][Branch1][=Branch1][C][=Branch1][C][=O][C][C][Ring1][=Branch2][Branch1][C][C][C][C][Branch1][C][O][C][Ring1][#C][Branch1][C][F][C][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][#Branch2][Ring1][Branch2],Fluoromethalone,-3.507,1,376.4680000000001,2,4,1,74.6,-4.099
[C][C][C][C][C][C][C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][=N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][Ring1][Branch1][C][C][C][Ring2][Ring1][#Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],Flumethasone,-3.539,1,410.4570000000002,3,4,2,94.83,-5.613
[C][C][C][C][C][=Branch1][C][=O][O][C][Branch2][Ring2][O][C][Branch1][C][C][C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][#Branch1][Branch1][C][C][C][Ring1][N][Branch1][C][F][C][Branch1][C][O][C][C][Ring2][Ring1][=Branch1][Ring2][Ring1][C][C][C][=Branch1][C][=O][C][O],Betamethasone-17-valerate,-5.062,1,476.5850000000002,2,4,6,100.90000000000002,-4.71
[C][C][C][C][Branch1][C][O][C][Branch1][C][F][C][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][=C][C][Ring1][N][Ring1][#Branch1][C][C][Ring2][Ring1][C][C][C][Branch1][C][O][C][Ring2][Ring1][=Branch1][Branch1][C][O][C][=Branch1][C][=O][C][O],Triamcinolone,-2.734,1,394.43900000000014,4,4,2,115.06000000000002,-3.68
[C][O][C][=C][N][=C][N][=C][N][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],6-methoxypteridine,-1.589,1,162.15200000000002,0,2,1,60.790000000000006,-1.139
[C][O][C][=N][C][=C][N][=C][C][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2],2-methoxypteridine,-1.589,1,162.152,0,2,1,60.790000000000006,-1.11
[C][=C][N][=C][N][=C][N][=C][C][Ring1][=Branch1][=N][Ring1][#Branch2],Pteridine,-0.906,2,132.12599999999998,0,2,0,51.56,0.02
[C][C][=N][C][=C][N][=C][C][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2],2-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.12
[C][C][=C][N][=C][C][=N][C][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2],7-methylpteridine,-1.24,1,146.153,0,2,0,51.56,-0.8540000000000001
[C][C][=N][C][=N][C][=N][C][=C][N][=C][Ring1][#Branch2][Ring1][=Branch1],4-methylpteridine,-1.24,1,146.15299999999996,0,2,0,51.56,-0.466
[O][C][=N][C][=C][N][=C][C][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2],2-hydroxypteridine,-1.404,1,148.125,1,2,0,71.79,-1.947
[C][O][C][=C][N][=C][C][=N][C][=N][C][Ring1][=Branch1][=N][Ring1][#Branch2],7-methoxypteridine,-1.589,1,162.152,0,2,1,60.790000000000006,-0.91
[O][=C][N][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][=Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],Phenytoin,-3.057,1,252.273,2,3,2,58.2,-4.097
[O][=C][N][Branch1][O][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Pentanoyloxymethylphenytoin,-3.81,1,366.417,1,3,7,75.71,-4.678
[O][=C][N][Branch1][=C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][P][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Octanoyloxymethylphenytoin,-4.84,1,408.498,1,3,10,75.71,-6.523
[O][=C][N][Branch1][N][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][#C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Hexanoyloxymethylphenyltoin,-4.1530000000000005,1,380.444,1,3,8,75.71,-5.886
[O][=C][N][Branch1][#Branch2][C][O][C][=Branch1][C][=O][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][=N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Butanoyloxymethylphenytoin,-3.469,1,352.39000000000004,1,3,6,75.71,-5.071000000000001
[O][=C][N][Branch1][=N][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][S][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Heptanoyloxymethylphenytoin,-4.496,1,394.471,1,3,9,75.71,-6.301
[O][=C][N][Branch1][=Branch2][C][O][C][=Branch1][C][=O][C][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Propanoyloxymethylphenytoin,-3.128,1,338.36300000000006,1,3,5,75.71,-4.907
[O][=C][N][Branch1][Branch2][C][O][C][=Branch1][C][=O][C][C][=Branch1][C][=O][C][Branch1][Ring2][N][Ring1][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],3-Ethanoyloxymethylphenytoin,-2.7230000000000003,1,324.33600000000007,1,3,4,75.71,-4.47
[C][C][NH1][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=Branch1][C][=O][C][=Ring1][Branch2][Cl][C][Branch1][C][C][Branch1][C][C][C],Terbacil,-3.033,1,216.668,1,1,0,54.86,-2.484
[C][N][C][=C][C][=Branch1][C][=O][NH1][C][Ring1][#Branch1][=O],1-methyluracil,-0.375,1,126.115,1,1,0,54.86,-0.807
[C][S][C][S][=Branch1][C][=O][C][C][Branch1][Ring1][C][O][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][NH1][C][=Branch1][C][=O][NH1][C][Ring1][Branch2][=O],"Sparsomycin (3,8mg/ml)",-1.57,1,361.4450000000001,4,1,8,132.11999999999998,-1.981
[C][C][Branch1][C][C][C][Branch2][Ring1][=C][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N][C][Ring2][Ring1][#Branch1][Branch1][C][C][C],Fenpropathrin,-6.15,1,349.43000000000006,0,3,5,59.32000000000001,-6.025
[C][C][Branch1][C][C][C][Branch1][=C][C][=C][Branch1][C][Cl][C][Branch1][C][F][Branch1][C][F][F][C][Ring1][O][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Cyhalothrin,-6.905,1,449.8560000000001,0,3,6,59.32000000000001,-8.176
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Cypermethrin,-6.775,1,416.30400000000014,0,3,6,59.32000000000001,-8.017000000000001
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Permethrin,-7.129,1,391.2940000000001,0,3,6,35.53,-6.291
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Br][Br][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N],Deltamethrin,-7.44,1,505.2060000000002,0,3,6,59.32000000000001,-8.402000000000001
[C][C][Branch1][C][C][C][Branch1][#Branch1][C][=C][Branch1][C][Cl][Cl][C][Ring1][Branch2][C][=Branch1][C][=O][O][C][Branch1][Ring1][C][#N][C][=C][C][=C][Branch1][C][F][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=C],Cyfluthrin,-6.84,1,434.29400000000015,0,3,6,59.32000000000001,-7.337000000000001
[O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][Cl],Triclosan,-5.645,1,289.545,1,2,2,29.46,-4.46
[C][C][O][C][=Branch1][C][=O][N][C][C][O][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],Fenoxycarb,-4.662,1,301.34200000000004,1,2,7,56.790000000000006,-4.7
[O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],Diphenyl ether ,-4.254,2,170.211,0,2,2,9.23,-3.96
[C][O][C][=C][C][=C][Branch2][Ring1][=Branch1][O][C][=C][C][=C][Branch1][O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C][=C][Ring1][N][C][=C][Ring2][Ring1][Ring1],Difenoxuron,-3.928,1,286.331,1,2,4,50.8,-4.16
[C][N][Branch1][C][C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=N][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring1][=C],Chloroxuron,-4.477,1,290.75,1,2,3,41.57000000000001,-4.89
[C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C],Anthracene,-4.518,2,178.23399999999995,0,3,0,0.0,-6.35
[C][C][=C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][Ring1][#Branch2][=C][Ring1][=C],2-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-6.96
[C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#C][Ring1][=Branch1],"9,10-Dimethylanthracene",-5.228,1,206.288,0,3,0,0.0,-6.57
[C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],9-Methylanthracene,-4.87,1,192.261,0,3,0,0.0,-5.89
[C][N][C][=Branch1][C][=O][C][N][=C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring2][Ring1][Ring1][Ring1][#Branch1],Diazepam,-4.05,1,284.74600000000004,0,3,1,32.67,-3.754
[O][C][N][=C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][N][C][Ring2][Ring1][Ring1][=O],Lorazepam,-3.75,1,321.163,2,3,1,61.690000000000005,-3.604
[C][=C][N][=C][N][=C][Ring1][=Branch1],Pyrimidine,-0.884,2,80.08999999999999,0,1,0,25.78,1.1
[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=C][C][Branch1][C][C][=N][C][=Branch1][Ring2][=N][Ring1][#Branch1][C][Branch1][C][C][C],Diazinon,-3.989,1,304.35200000000003,0,1,7,53.47,-3.64
[C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=N][C][=Branch1][#Branch2][=N][C][Branch1][C][C][=C][Ring1][#Branch1][C][N][Branch1][C][C][C],Pirimicarb,-2.34,1,238.291,0,1,2,58.56000000000001,-1.95
