selfies,p_np
[C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][S][C][=C][Branch1][=Branch1][C][C][Ring1][#Branch1][=O][C][=C][C][=C][Ring1][=Branch2][C][C][C][N][Branch1][C][C][C],1
[C][Branch2][Branch1][Ring1][C][Branch2][Ring2][=C][C][Branch2][Ring2][=Branch2][C][Branch2][Ring2][Ring2][C][C][C][C][C][C][=C][C][Branch2][Ring1][Branch2][C][=C][C][Ring1][=Branch1][Branch1][C][C][C][Ring1][O][C][Branch1][=Branch2][C][C][Ring2][Ring1][C][Ring1][#C][C][O][=O][=C][O][=O][O],1
[C@][Branch2][Branch1][#Branch2][C@H1][Branch2][Ring2][Ring2][C@H1][C@@][Branch2][Ring1][Branch1][C@@][Branch1][P][C][=Branch1][#Branch2][=C][C][Branch1][Branch1][C][=C][Ring1][=Branch1][=O][C][C][Ring1][O][C][Branch1][Branch2][C][Branch1][Ring2][C][Ring1][S][O][F][C][C][Branch1][=C][C@@][Ring2][Ring1][Branch1][Branch1][#Branch1][C][=Branch1][C][=O][C][O][O][=C][C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][C][Branch1][Branch1][N][C][Ring1][Branch1][=O][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][=Branch1],1
[C][=C][C][=Branch2][Ring2][#C][=C][C][=C][Ring1][=Branch1][N][C][Branch1][=Branch2][C][Branch1][Branch1][N][C][Ring1][Branch1][=O][C][C][N][Branch2][Ring1][Ring1][C][C][C][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][=Branch1][F],1
[C][=C][Branch2][Ring2][Ring1][N][C][Branch1][#C][C][=C][Branch1][#Branch1][S][C][C][S][Ring1][=Branch1][C][Ring1][=Branch2][=O][O][C][Branch1][N][N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=O][N][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][#Branch2][C][=C][C][=Branch1][Ring2][=N][Ring1][#Branch1][Cl],1
[C][=C][Branch2][Ring2][Branch2][N][C][Branch1][#C][C][=C][Branch1][#Branch1][S][C][C][S][Ring1][=Branch1][C][Ring1][=Branch2][=O][O][C][Branch1][P][N][C][C][N][Branch1][#Branch1][C][Branch1][Ring1][C][C][=O][C][C][Ring1][#Branch2][=O][N][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][=N][C][=C][C][=Branch1][Ring2][=N][Ring1][#Branch1][Cl],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch2][O][C][Ring1][O][Branch1][C][C][C][C][C][C][N][C],1
[C][=C][C][=Branch2][Ring2][C][=C][C][=C][Ring1][=Branch1][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][Branch1][Branch1][O][C][Ring1][N][C][C][C][N][Branch1][C][C][C][C][#N],1
[C][Branch2][Ring1][Ring2][O][C][=N][S][N][=C][Ring1][Branch1][C][=C][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][C][C][C][C][C],1
[C][Branch2][Ring1][Ring2][S][C][=N][S][N][=C][Ring1][Branch1][C][=C][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][C][C][C][C][C],1
[C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Ring1][#Branch2][C][Branch1][P][C][=C][Branch1][#Branch2][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][S][Ring1][O][C][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2],1
[O][C][C][C][N][C][C][N][Branch2][Ring1][O][C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#C][Ring1][#Branch1][C][C][Ring2][Ring1][Branch2],1
[C][=C][C][=Branch1][#C][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][F][S][C][=C][Ring1][#Branch1][C][C][=C][Branch1][O][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][C][NH1][Ring2][Ring1][Ring1],1
[C][=C][C][=Branch1][=C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][=C][Ring1][=Branch1][C][C][=C][Branch1][#Branch2][C][C][N][Branch1][Ring2][C][Ring1][=Branch1][C][NH1][Ring1][P],1
[C][=C][Branch2][Ring1][=N][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][=N][C][C][C][=N][NH1][C][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C][Ring1][=C][Cl],1
[C][=C][Branch2][Ring1][=N][C][=C][C][=C][Ring1][=Branch1][N][C][C][N][Branch1][=N][C][C][C][=N][NH1][C][=Branch1][Ring2][=C][Ring1][Branch1][C][C][C][Ring1][=C][C],1
[C@][Branch2][Ring1][O][O][C][=C][Branch2][Ring1][Ring2][C][=Branch1][S][=C][Branch1][N][C][=Branch1][Branch2][=C][Ring1][=Branch1][C][C][Ring1][#Branch2][C][O][C][C][Branch2][Ring1][#Branch1][C][C][C][C@@H1][Branch1][S][C][C][C][C@@H1][Branch1][=Branch2][C][C][C][C][Branch1][C][C][C][C][C][C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Branch1][=Branch1][N][Branch1][C][C][C][C][Branch1][Ring2][O][Ring1][=Branch2][C],1
[C][=C][Branch2][Ring1][Branch1][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][=Branch1][N][C][N][Ring1][O][=O][C][=C][C][=C][Ring2][Ring1][C],1
[C][=C][Branch2][Ring2][Ring2][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring2][N][Branch1][=N][C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][O][C][N][Ring1][P][=O][C][=C][C][=C][Ring2][Ring1][Branch2],1
[C][=C][Branch2][Ring1][Ring1][C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][C][N][Branch1][C][C][C][C][=C][C][=C][Ring2][Ring1][C],1
[C][=C][C][=Branch2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch1][C][Branch1][N][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][O][C][N][Branch1][C][C][C][O][C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][O][C][N][Branch1][C][C][C],1
[C][=C][Branch1][C][Cl][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][#C][=C][C][=C][Branch1][Ring2][S][Ring1][#Branch1][C][=C][C][=C][Ring1][#Branch1][O][C][C][N][Branch1][C][C][C],1
[C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][C][N][C][C][C][Branch1][S][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=O][C][C][Ring1][#C],1
[C][=C][C][=Branch2][Ring2][N][=C][C][=C][Ring1][=Branch1][N][Branch1][Branch2][C][=Branch1][C][=O][N][Ring1][=Branch1][C][C][C][N][C][C][C][Branch1][S][C][Branch1][N][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][=O][C][C][Ring1][#C][Cl],1
[C][C][N][C][C][N][Branch2][Branch1][#Branch2][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring2][=Branch1][C][=Branch1][C][=O][N][C@H1][C@H1][S][C][C][=Branch1][S][=C][Branch1][Branch2][N][Ring1][=Branch1][C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][S][C][=N][N][=N][N][Ring1][Branch1][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][Ring2][Ring2][=Branch2][=O],1
[C][N][Branch1][C][C][C@H1][C@@H1][C][C@H1][C][=Branch2][Ring1][#Branch1][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C@@][Ring1][N][Branch1][C][C][O][C][=Branch1][C][=O][C@][Ring2][Ring1][Ring1][Branch1][C][O][C][=Branch1][C][=O][\C][=Branch1][=C][=C][Branch1][C][/O][N][C][N][C][C][C][C][Ring1][Branch1][C][Ring2][Ring2][C][=O],1
[C][N][C][C][C][C][Branch1][#Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][C][=Branch1][C][=O][C][=Ring1][=C][C][=C][C][=C][C][=C][Ring2][Ring1][Branch1][Ring1][=Branch1],1
[C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1],1
[N][C][=N][N][=C][Branch1][Branch2][C][Branch1][C][N][=N][Ring1][#Branch1][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl],1
[C][C][C][=Branch1][C][=O][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][Ring1][C][C][N][Branch1][#Branch2][C][C][C][S][C][=C][C][=Ring1][Branch1][C][C][Ring1][=N][C][O][C],1
[C][N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][Ring1][S],1
[O].[C][C][N][C][C][N][Branch2][Ring2][S][C][=Branch1][C][=O][N][C@@H1][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C@H1][C@H1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch1][Branch2][N][Ring1][#Branch1][C][Ring1][=Branch2][=O][C][Branch1][C][O][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring2][Ring1][P][=O],1
[C][N][Branch1][C][C][C][=C][C][Branch1][O][C][=N][C][Branch1][C][N][=N][N][Ring1][=Branch1][=C][C][=N][Ring1][N],0
[I][C][=C][Branch1][=Branch1][N][Branch1][C][H][H][C][=C][C][Branch2][Ring1][C][C][=N][C][=C][C][=C][Branch1][Ring1][O][H][C][=C][Ring1][Branch2][S][Ring1][O][=C][Ring2][Ring1][Ring2],1
[C][N][C@H1][C][C][C][C@@H1][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][Branch2][N][C][=Branch1][C][=O][C][=N][N][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],1
[C][N][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][Branch1][S][N][C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][C][=N][Ring1][Branch2][=C][Ring1][#C][O][Ring2][Ring1][Ring2],1
[C][N][Branch1][C][C][C][C][=C][C][=C][Branch2][Ring1][#C][C][S][C][C][N][C][=C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][N][Ring1][#C][O][Ring2][Ring1][=Branch2],1
[Cl][C][=C][C][=C][C][Branch2][Ring2][P][O][C][C][C][N][Branch2][Ring2][Ring2][C][C][C][C][C][C][N][Ring1][Branch1][S][Branch2][Ring1][Ring1][C][=C][C][Branch1][#Branch1][N][Branch1][C][H][C][=C][=C][Ring1][C][C][=C][Ring1][#Branch2][=Branch1][C][=O][=O][C][C][Ring2][Ring1][#Branch2][=C][Ring2][Ring1][P],1
[C][N][Branch1][C][C][C][C][=C][C][=N][C][Branch2][Ring1][#Branch2][C][=C][C][=C][C][Branch1][S][N][C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][C][=N][Ring1][Branch2][=C][Ring1][#C][=C][Ring2][Ring1][Branch1],1
[C][N][Branch1][C][C][C][C][O][C][Branch2][Ring1][Ring2][C][S][C][C][N][C][C][Branch1][=Branch1][N+1][Branch1][C][O-1][=O][=C][C][=N][Ring1][Branch2][=C][C][=Ring2][Ring1][C],0
[C][O][/N][=C][Branch2][Ring2][=N][C][=Branch1][C][=O][N][C@H1][C@H1][S][C][C][=Branch1][S][=C][Branch1][Branch2][N][Ring1][=Branch1][C][Ring1][Branch2][=O][C][Branch1][C][O][=O][C][S][C][=N][C][=Branch1][C][=O][C][=Branch1][C][=O][N][N][Ring1][Branch2][C][/C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1],1
[O][=C][N][=C][N][=C][N][N][C][=C][Ring1][=Branch2][Ring1][Branch1],0
[C][C][C][C][C][C@H1][Branch1][C][O][/C][=C][/C@H1][C@H1][Branch1][C][O][C][C][=Branch1][C][=O][C@@H1][Ring1][#Branch1][C][C][C][C][C][C][C][Branch1][C][O][=O],0
[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=C][NH1][C][=Ring1][Branch1][C][Ring1][O][=O].[C][N][C][=Branch1][C][=O][N][Branch1][C][C][C][N][=C][NH1][C][=Ring1][Branch1][C][Ring1][O][=O].[N][C][C][N],0
[C][C][C][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Ring1][=Branch2][C][=Branch1][C][=O][C][=C][C][Branch1][C][I][=C][Branch1][O][O][C][C][N][Branch1][Ring1][C][C][C][C][C][Branch1][C][I][=C][Ring1][S],0
[O][C][=Branch1][C][=O][C][C][C][Branch1][C][O][=O].[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring1][Branch2][C][C][C][N][C][C][N][Branch1][O][C][C][C][O][C][C][C][O][Ring1][=Branch1][C][C][Ring1][=C][C][Ring2][Ring1][O][=C][Ring2][Ring1][#C],1
[O][=C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][C][N][Branch1][N][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][Ring1][#C],1
[C][N][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],1
[C][O][C][=C][C][=Branch1][O][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][O][C@H1][C@@H1][C][Branch1][#Branch1][C][O][C][Ring1][Branch1][=O][C@H1][Branch2][Ring1][#Branch1][O][C@@H1][O][C@@H1][C][O][C@@H1][Branch1][C][C][O][C@H1][Ring1][#Branch1][C@H1][Branch1][C][O][C@H1][Ring1][N][O][C][=C][C][O][C][O][C][=Ring1][Branch1][C][=C][Ring2][Ring1][#C][Ring1][=Branch2],0
[O][C][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][Branch1][=Branch2][C][N][C][=N][C][=N][Ring1][Branch1][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],1
[Na+1].[C][C][O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][=Branch1][C][=O][N][C@H1][C@H1][S][C][Branch1][C][C][Branch1][C][C][C@@H1][Branch1][Branch2][N][Ring1][#Branch1][C][Ring1][=Branch2][=O][C][Branch1][C][O-1][=O],0
[C][C][N][C][=C][Branch1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][C][N][=C][Ring1][#C][Ring1][#Branch1],0
[C][C][=C][Branch1][C][O][C][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][O][C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][C@H1][Branch1][C][O][C][N][C][C@H1][C][C][C][C][C@H1][Ring1][=Branch1][C][C@H1][Ring1][#Branch2][C][=Branch1][C][=O][N][C][Branch1][C][C][Branch1][C][C][C],0
[C][O][C][=C][C][=C][Branch2][Ring2][#Branch1][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][S],0
[C][C][Branch1][C][C][Branch1][C][C][N][C][C][Branch1][C][O][C][O][C][=C][C][=C][C][N][C][=Branch1][C][=O][C][C][C][Ring1][O][=Ring1][#Branch1],0
[C][C][=Branch1][C][=O][O][C][C][=C][Branch2][Ring1][#C][N][C@H1][Branch1][Branch1][S][C][Ring1][=Branch1][C@H1][Branch1][S][N][C][=Branch1][C][=O][C][S][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Ring1][P][=O][C][Branch1][C][O][=O],0
[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][O][C][=C][C][=C][N][=C][Branch1][Branch2][NH1][C][Ring1][Branch1][=C][Ring1][=Branch2][SH0][=Branch1][C][=O][C][C][=N][C][=C][Branch1][C][C][C][Branch1][Ring1][O][C][=C][Ring1][=Branch2][C],0
[O][C][C@H1][O][C@H1][Branch1][=Branch1][C][C@@H1][Ring1][Branch1][O][N][C][=N][C][C@H1][Branch1][C][O][C][N][=C][N][C][Ring1][O][=Ring1][Branch2],1
[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][O][N][C][=N][SH0][Ring1][=Branch1][=Branch1][C][=O][=O][C][=C][Ring1][N][Cl],0
[N][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=Branch1][#Branch1][=C][C][=C][Ring1][=Branch1][Cl][C][Branch1][C][O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch2][N][C][=C][N][=C][Ring1][Branch1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[O][C][C][C@@H1][C][C][N][Branch2][Ring2][Branch1][C][C][\C][=C][/C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][S][C][=C][C][=C][Branch1][#Branch1][C][=C][Ring1][#C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][C][Ring2][Ring1][N],1
[O][C][C][N][C][C][N][Branch2][Ring1][N][C][C][\C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][/-Ring1][S][Ring1][#Branch1][C][C][Ring2][Ring1][=Branch2],1
[C][C][C][Branch1][N][C][=Branch1][C][=O][N][C][N][C][Ring1][#Branch1][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[O][C][Branch1][#Branch2][C][C][N][C][C][C][C][Ring1][Branch1][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],1
[C][O][C@@H1][Branch2][#Branch2][#Branch1][C@@H1][C][C][=C][C][=C][C][Branch2][Ring2][=Branch1][O][C@H1][C][C@@H1][Branch2][Ring1][Ring1][O][C@H1][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][C][O][Ring1][=Branch2][C@H1][Branch1][C][O][C@@H1][Branch1][C][C][O][Ring2][Ring1][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Ring2][Ring1][O][C][Branch1][C][O][=C][Ring2][Ring1][S][C][=Branch1][C][=O][C@H1][Ring2][Ring2][Branch1][O][C@H1][C][C@@H1][Branch2][Ring2][=Branch2][O][C@H1][C][C@@H1][Branch2][Ring1][=Branch1][O][C@H1][C][C@][Branch1][C][C][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][C][O][Ring1][#Branch2][C@H1][Branch1][C][O][C@@H1][Branch1][C][C][O][Ring2][Ring1][Ring1][C@H1][Branch1][C][O][C@@H1][Branch1][C][C][O][Ring2][Ring1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][O][C@@H1][Branch1][C][C][O],1
[C][C][C@H1][Branch1][C][C][C][=Branch1][C][=O][O][C@H1][C][C@H1][Branch1][C][O][C][=C][C][=C][C@H1][Branch1][C][C][C@H1][Branch2][Ring1][C][C][C][C@@H1][Branch1][C][O][C][C@@H1][Branch1][C][O][C][C][Branch1][C][O][=O][C@@H1][Ring2][Ring1][#Branch1][Ring2][Ring1][C],0
[O][=C][C][N][Branch2][Ring1][C][C][C][N][Ring1][=Branch1][C][C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][C][C][C][Ring1][=Branch1],1
[C][O][C][=C][C][Branch1][=C][C][C][=C][N][=C][Branch1][C][N][N][=C][Ring1][#Branch1][N][=C][C][Branch1][Ring1][O][C][=C][Ring1][P][O][C],1
[N][C][C@H1][C][N][Branch1][#Branch1][C][C@@H1][Ring1][=Branch1][Ring1][Branch1][C][=N][C][N][Branch2][Ring1][=Branch1][C][=C][Branch1][=Branch1][C][Branch1][C][O][=O][C][=Branch1][C][=O][C][=Ring1][#Branch2][C][=C][Ring1][=C][F][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1][F],1
[N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1],0
[C][C@H1][Branch1][Branch2][C][C][C][Branch1][C][O][=O][C@H1][C][C][C@H1][C@H1][C@H1][Branch1][N][C][C][=Branch1][C][=O][C@][Ring1][#Branch2][Ring1][#Branch1][C][C@@][Branch1][C][C][C][C][C][=Branch1][C][=O][C][C@H1][Ring1][Branch2][C][C][Ring1][P][=O],0
[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1],0
[C][C][\C][Branch1][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][=C][Branch1][Ring1][\C][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0
[Cl][C][=C][C][=C][N][Branch2][Ring1][S][C][C][C][N][Branch2][Ring1][Ring2][C][C][C][N][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][C][C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][C][Ring2][Ring1][=Branch2][=C][Ring2][Ring1][=N],0
[O][=C][C][=C][N][N][=C][Ring1][=Branch1],1
[C][O][C@H1][C@@H1][Branch2][Ring2][N][C][C@@H1][C][N][C][C][C][=C][Branch1][S][NH1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][O][Ring1][Branch2][C@H1][Ring1][#C][C][C@@H1][Ring2][Ring1][Ring1][C@@H1][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][O][C][O][C][=Branch1][C][=O][\C][=C][\C][=C][C][Branch1][Ring1][O][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][O][C][=C][Ring1][N],1
[H+1].[Cl-1].[Cl][C][=C][C][=C][S][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Branch2][Ring1][#Branch1][C][C][C][N][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][S][Ring1][Branch2][C][Ring2][Ring1][Branch2][=C][Ring2][Ring1][N],1
[O][C][=C][Branch2][Ring1][=Branch1][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring2][Ring1][=Branch2][Ring1][=Branch1],0
[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@@H1][Branch1][Branch1][C@H1][Ring1][#Branch1][O][N][Branch1][C][C][C][C@][Branch1][C][C][Branch1][C][O][C][C@@H1][Branch1][C][C][C][N][Branch1][C][C][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Ring2][S][Branch1][C][C][O],0
[C][C][C][Branch1][C][C][C][Branch1][C][N][C][=N][C][Branch1][Branch1][C][S][Ring1][Branch1][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=Branch1][C][=O][N][C@H1][Branch1][Branch2][C][C][C][Branch1][C][O][=O][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C@@H1][Branch1][C][C][C][C][C][=Branch1][C][=O][N][C][C][C][C][C@@H1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch1][C][C][Branch1][C][N][=O][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch1][C][C][Branch1][C][O][=O][N][C][=Branch1][C][=O][C@H1][Branch1][=Branch2][C][C][NH1][C][=N][C][=Ring1][Branch1][N][C][=Branch1][C][=O][C@@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][Ring1][N][C][=Branch1][C][=O][C@@H1][Branch1][Branch1][C][C][C][N][N][C][Ring2][Branch1][Ring2][=O][C@@H1][Branch1][C][C][C][C],0
[C][C][N+1][Branch1][C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Br].[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][SH0][Branch1][C][O-1][=Branch1][C][=O][=O],0
[C][C][Branch1][C][C][C][C@@H1][N][C][=Branch1][C][=O][C@][Branch2][Ring2][=Branch1][N][C][=Branch1][C][=O][C@H1][C][N][Branch1][C][C][C@@H1][C][C][=C][Branch1][C][Br][NH1][C][=C][C][=C][C][Branch1][#Branch1][C][Ring1][N][=C][Ring1][P][=C][Ring1][N][Ring1][Branch2][Branch2][Ring1][Branch1][O][C@@][Ring2][Ring1][O][Branch1][C][O][C@@H1][C][C][C][N][Ring1][Branch1][C][Ring2][Ring2][Ring1][=O][C][Branch1][C][C][C],0
[ClH0].[C][C][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N][C][C][C][C][C][Ring1][=Branch1],0
[C][C][Branch1][C][C][C@H1][Branch2][Branch1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][C][N][C][=Branch1][C][=O][C@@H1][Branch1][C][N][C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C][Branch1][C][N][=O],0
[C][C][C][C][C][C][=C][C][Branch1][C][O][=C][C@@H1][C][=C][Branch1][C][C][C][C][C@H1][Ring1][#Branch1][C][Branch1][C][C][Branch1][C][C][O][C][Ring1][=N][=C][Ring2][Ring1][C],1
